unique_featureID,gene_ID,chr,start,end,strand,mean_diffsiELAVL1,mean_diffsiSam68,mean_diffsiCFIM25,mean_diff96,mean_diff72,mean_diff48,mean_diff24,mean_diff96hrs_prev,ctrl_siELAVL1,ctrl_siSam68,ctrl_siCFIM25,ctrl_96,ctrl_72,ctrl_48,ctrl_24,ctrl_96hrs_prev,condition_siELAVL1,condition_siSam68,condition_siCFIM25,condition_96,condition_72,condition_48,condition_24,condition_96hrs_prev,V5_siELAVL1,V5_siSam68,V5_siCFIM25,V5_96,V5_72,V5_48,V5_24,V5_96hrs_prev,twostep_gene_padj_siELAVL1,twostep_gene_padj_siSam68,twostep_gene_padj_siCFIM25,twostep_gene_padj_96,twostep_gene_padj_72,twostep_gene_padj_48,twostep_gene_padj_24,twostep_gene_padj_96hrs_prev,twostep_transcript_padj_siELAVL1,twostep_transcript_padj_siSam68,twostep_transcript_padj_siCFIM25,twostep_transcript_padj_96,twostep_transcript_padj_72,twostep_transcript_padj_48,twostep_transcript_padj_24,twostep_transcript_padj_96hrs_prev,lr_siELAVL1,lr_siSam68,lr_siCFIM25,lr_96,lr_72,lr_48,lr_24,lr_96hrs_prev,df_siELAVL1,df_siSam68,df_siCFIM25,df_96,df_72,df_48,df_24,df_96hrs_prev,pvalue_siELAVL1,pvalue_siSam68,pvalue_siCFIM25,pvalue_96,pvalue_72,pvalue_48,pvalue_24,pvalue_96hrs_prev,adj_pvalue_siELAVL1,adj_pvalue_siSam68,adj_pvalue_siCFIM25,adj_pvalue_96,adj_pvalue_72,adj_pvalue_48,adj_pvalue_24,adj_pvalue_96hrs_prev
USP33_AATAAA_chr1_start_77695990_end_77695991,USP33_ENSG00000077254.14,chr1,77695990,77695991,-,-0.272821254,-0.008349198,-0.243653252,0.070659788,-0.015328072,-0.009501186,-0.003047087,0.164052017,0.546251646,0.54558528,0.546019787,0.680301955,0.72636611,0.758003432,0.718140012,0.647010248,0.273430392,0.537236082,0.302366536,0.750961742,0.711038037,0.748502246,0.715092925,0.811062265,166,166,166,618,618,618,618,424,1.91e-8,0.931912776,1.15e-8,0.111485589,0.777587174,0.843965856,0.952099346,0.001148223,0,NA,0,NA,NA,NA,NA,0,40.04910652,0.033870831,35.45531206,3.124126489,0.142893031,0.075909306,0.008819195,13.23674098,1,1,1,1,1,1,1,1,2.48e-10,0.853981842,2.61e-9,0.077141204,0.70542172,0.782919501,0.925180198,2.75e-4,2.97e-8,0.941667477,1.52e-8,0.12651687,0.792087424,0.860148714,0.958210249,0.001567288
USP33_AATAAA_chr1_start_77711654_end_77711655,USP33_ENSG00000077254.14,chr1,77711654,77711655,-,0.272821254,0.008349198,0.243653252,-0.070659788,0.015328072,0.009501186,0.003047087,-0.164052017,0.453748354,0.45441472,0.453980213,0.319698045,0.27363389,0.241996568,0.281859988,0.352989752,0.726569608,0.462763918,0.697633464,0.249038258,0.288961963,0.251497754,0.284907075,0.188937735,21,21,21,28,28,28,28,15,1.91e-8,0.931912776,1.15e-8,0.111485589,0.777587174,0.843965856,0.952099346,0.001148223,0,NA,0,NA,NA,NA,NA,0,40.04910652,0.033870831,35.45531206,3.124126489,0.142893031,0.075909306,0.008819195,13.23674098,1,1,1,1,1,1,1,1,2.48e-10,0.853981842,2.61e-9,0.077141204,0.70542172,0.782919501,0.925180198,2.75e-4,2.97e-8,0.941667477,1.52e-8,0.12651687,0.792087424,0.860148714,0.958210249,0.001567288
KDELR2_AATAAA_chr7_start_6461090_end_6461091,KDELR2_ENSG00000136240.10,chr7,6461090,6461091,-,-0.135357326,0.060113567,-0.269705658,0.322049771,0.274328219,0.201941243,0.198207856,0.322427467,0.510993833,0.511096041,0.510863062,0.348941405,0.362857202,0.375105072,0.329930303,0.4904354,0.375636507,0.571209608,0.241157404,0.670991176,0.637185421,0.577046314,0.528138159,0.812862867,472,472,472,1223,1223,1223,1223,1657,1.32e-8,0.040054888,4.3e-49,5.78e-203,4.23e-105,2.21e-46,2.49e-45,2.5e-97,1.92e-9,0.010832763,7.77e-40,4.54e-204,5.82e-109,1.17e-47,1.41e-47,7.55e-101,40.02792478,9.923454086,175.3142136,931.4623207,494.4275807,213.2626954,213.5315015,457.5237672,1,1,1,1,1,1,1,1,2.5e-10,0.001631859,5.11e-40,1.42e-204,1.55e-109,2.67e-48,2.33e-48,1.66e-101,2.97e-8,0.020546249,2.9e-38,3.26e-201,9.93e-107,4.62e-46,1.2e-45,1.51e-98
CLIC4_APA_chr1_start_24840948_end_24840949,CLIC4_ENSG00000169504.15,chr1,24840948,24840949,+,0.145503005,-0.017940312,0.396921379,-0.051505161,-0.033323065,-0.047015128,-0.038310081,-0.087212424,0.072240495,0.071761672,0.071152385,0.068288118,0.050940295,0.070339119,0.076625898,0.115371864,0.2177435,0.05382136,0.468073763,0.016782957,0.01761723,0.023323991,0.038315817,0.02815944,161,161,161,158,158,158,158,151,2.11e-8,0.445989806,9.34e-69,8.8e-11,3.1e-8,2.73e-9,1.05e-4,9.7e-12,0,NA,9e-72,1.02e-10,1.55e-8,1.61e-10,1.24e-5,7.16e-14,39.81227128,1.603517103,321.7852004,42.69156962,33.21295131,42.43336495,21.21326329,59.00133552,1,1,1,1,1,1,1,1,2.8e-10,0.205405497,5.92e-72,6.41e-11,8.26e-9,7.31e-11,4.11e-6,1.58e-14,3.22e-8,0.482246398,1.29e-69,5.66e-10,6.95e-8,1.19e-9,5.14e-5,5.88e-13
CLIC4_AATAAA_chr1_start_24844316_end_24844317,CLIC4_ENSG00000169504.15,chr1,24844316,24844317,+,-0.145503005,0.017940312,-0.398307448,0.066404073,0.042302776,0.052341273,0.042719323,0.084505001,0.927759505,0.928238328,0.922059498,0.902437566,0.926702884,0.908136371,0.904393339,0.850373278,0.7822565,0.94617864,0.52375205,0.968841639,0.96900566,0.960477644,0.947112662,0.934878279,341,341,341,656,656,656,656,1109,2.11e-8,0.445989806,9.34e-69,8.8e-11,3.1e-8,2.73e-9,1.05e-4,9.7e-12,0,NA,9.25e-71,1.18e-11,8.38e-9,3.54e-9,1.52e-5,4.95e-9,39.81227128,1.603517103,317.1399731,46.91976975,34.408729460000004,36.39548747,20.83082656,37.15826587,1,1,1,1,1,1,1,1,2.8e-10,0.205405497,6.08e-71,7.4e-12,4.47e-9,1.61e-9,5.02e-6,1.09e-9,3.22e-8,0.482246398,1.29e-68,7.06e-11,3.88e-8,2.16e-8,6.12e-5,2.09e-8
TMED10_AATAAA_chr14_start_75131469_end_75131470,TMED10_ENSG00000170348.9,chr14,75131469,75131470,-,-0.231137127,-0.042901532,-0.354700474,0.155496465,0.141319204,0.150215999,0.10940909,0.187653604,0.649947516,0.650173434,0.650553971,0.697372762,0.691661973,0.645675966,0.62634679,0.575534494,0.418810389,0.607271902,0.295853497,0.852869226,0.832981177,0.795891965,0.73575588,0.763188098,683,683,683,2207,2207,2207,2207,1556,2.34e-8,0.457607724,6.8e-30,6.1e-28,1.5e-15,1.86e-15,7.3900000000000007e-08,2.7e-10,0,NA,0,0,0,0,0,0,39.4819247,1.532504354,135.1373566,126.2343809,68.60267081,69.08147828,34.22154311,45.39046087,1,1,1,1,1,1,1,1,3.31e-10,0.215736975,3.08e-31,2.73e-29,1.2e-16,9.45e-17,4.92e-9,1.61e-11,3.71e-8,0.49360069,1.04e-29,9.79e-28,2.24e-15,2.93e-15,1.11e-7,4.08e-10
TMED10_ATTAAA_chr14_start_75134245_end_75134246,TMED10_ENSG00000170348.9,chr14,75134245,75134246,-,0.231137127,0.042901532,0.354700474,-0.155496465,-0.141319204,-0.150215999,-0.10940909,-0.187653604,0.350052484,0.349826566,0.349446029,0.302627238,0.308338027,0.354324034,0.37365321,0.424465506,0.581189611,0.392728098,0.704146503,0.147130774,0.167018823,0.204108035,0.26424412,0.236811902,252,252,252,311,311,311,311,737,2.34e-8,0.457607724,6.8e-30,6.1e-28,1.5e-15,1.86e-15,7.3900000000000007e-08,2.7e-10,0,NA,0,0,0,0,0,0,39.4819247,1.532504354,135.1373566,126.2343809,68.60267081,69.08147828,34.22154311,45.39046087,1,1,1,1,1,1,1,1,3.31e-10,0.215736975,3.08e-31,2.73e-29,1.2e-16,9.45e-17,4.92e-9,1.61e-11,3.71e-8,0.49360069,1.04e-29,9.79e-28,2.24e-15,2.93e-15,1.11e-7,4.08e-10
KDELR2_None_chr7_start_6462787_end_6462788,KDELR2_ENSG00000136240.10,chr7,6462787,6462788,-,0.131394742,-0.048762384,0.314188561,-0.219885113,-0.17924657,-0.099364692,-0.101285566,-0.21073364,0.34487917,0.344833483,0.344923059,0.401511992,0.394116347,0.38400718,0.412500507,0.315098524,0.476273912,0.296071099,0.65911162,0.181626879,0.214869778,0.284642488,0.311214941,0.104364883,600,600,600,1431,1431,1431,1431,1065,1.32e-8,0.040054888,4.3e-49,5.78e-203,4.23e-105,2.21e-46,2.49e-45,2.5e-97,4.17e-9,0.04030326,2.5e-50,3.57e-115,3.48e-55,1.31e-13,9.83e-14,9.01e-60,38.51576217,7.529010513,223.3943384,522.6615644,247.4621317,57.74325404,58.94035272,268.8888423,1,1,1,1,1,1,1,1,5.43e-10,0.006071324,1.64e-50,1.12e-115,9.28e-56,2.99e-14,1.63e-14,1.98e-60,5.93e-8,0.051140404,1.52e-48,4.57e-113,1.26e-53,7.38e-13,7.93e-13,9.73e-58
CBR4_AATAAA_chr4_start_168987592_end_168987593,CBR4_ENSG00000145439.12,chr4,168987592,168987593,-,-0.25808442,-0.0433584,-0.253342537,0.203097858,0.148771618,0.090957487,0.066242904,0.187815991,0.357624856,0.357642098,0.357694241,0.254942871,0.305645186,0.236010448,0.22819449,0.230967831,0.099540436,0.314283698,0.104351704,0.458040729,0.454416804,0.326967935,0.294437394,0.418783821,77,77,77,89,89,89,89,97,4.46e-8,0.62288517,6.41e-9,3.62e-4,0.003506014,0.033852384,0.214714668,0.005064932,0,NA,0,0,0,0,NA,0,38.14382997,0.788340909,36.65411054,14.50347477,10.29137619,5.989242179,2.605579335,10.05282186,1,1,1,1,1,1,1,1,6.57e-10,0.37460227,1.41e-9,1.4e-4,0.001336534,0.014393385,0.106488237,0.001521148,6.99e-8,0.662997121,8.47e-9,4.71e-4,0.004417422,0.041384996,0.242904821,0.006675658
CBR4_APA_chr4_start_168989991_end_168989992,CBR4_ENSG00000145439.12,chr4,168989991,168989992,-,0.25808442,0.0433584,0.253342537,-0.203097858,-0.148771618,-0.090957487,-0.066242904,-0.187815991,0.642375144,0.642357902,0.642305759,0.745057129,0.694354814,0.763989552,0.77180551,0.769032169,0.900459564,0.685716302,0.895648296,0.541959271,0.545583196,0.673032065,0.705562606,0.581216179,33,33,33,14,14,14,14,26,4.46e-8,0.62288517,6.41e-9,3.62e-4,0.003506014,0.033852384,0.214714668,0.005064932,0,NA,0,0,0,0,NA,0,38.14382997,0.788340909,36.65411054,14.50347477,10.29137619,5.989242179,2.605579335,10.05282186,1,1,1,1,1,1,1,1,6.57e-10,0.37460227,1.41e-9,1.4e-4,0.001336534,0.014393385,0.106488237,0.001521148,6.99e-8,0.662997121,8.47e-9,4.71e-4,0.004417422,0.041384996,0.242904821,0.006675658
MIB1_AATAAA_chr18_start_21870168_end_21870169,MIB1_ENSG00000101752.13,chr18,21870168,21870169,+,-0.314231444,-0.01126138,-0.183404046,0.009925484,0.040757921,0.082121623,-0.097983648,0.115241659,0.526711427,0.525703694,0.500712244,0.515220029,0.58377929,0.514828847,0.560466567,0.46635306,0.212479984,0.514442314,0.317308198,0.525145512,0.624537211,0.596950471,0.462482919,0.581594719,48,48,48,62,62,62,62,109,1.32e-8,0.906493011,1.26e-4,0.717906396,0.841900418,0.730323853,0.014797495,0.198732319,5.96e-9,NA,0.001199505,NA,NA,NA,0.413934314,NA,37.81904873,0.012610474,12.55859339,0.041449984,0.809392625,1.467978512,3.319912934,2.532398582,1,1,1,1,1,1,1,1,7.76e-10,0.910588424,3.94e-4,0.838671805,0.368299882,0.22566491,0.068445454,0.111530564,8.15e-8,0.964452013,0.001041166,0.87924551,0.493941808,0.366705479,0.17575848,0.21512223
SLC35D2_AATAAA_chr9_start_96313444_end_96313445,SLC35D2_ENSG00000130958.13,chr9,96313444,96313445,-,0.220669277,0.085916288,-0.018010922,0.015396775,-0.023836768,0.022788092,NA,0.037664688,0.077235208,0.077559743,0.07645434,0.064560444,0.122335654,0.065075327,NA,0.082226734,0.297904485,0.163476031,0.058443419,0.079957219,0.098498886,0.087863419,NA,0.119891422,33,33,33,28,28,28,NA,23,1.81e-7,0.081296306,0.472723809,0.605655104,0.496339441,0.560758577,NA,0.499048479,0,NA,NA,NA,NA,NA,NA,NA,35.26100655,5.925503556,0.707503249,0.375616998,0.716355884,0.578093789,NA,0.760974216,1,1,1,1,1,1,NA,1,2.88e-9,0.014923273,0.400273921,0.53995833,0.397341853,0.447060466,NA,0.383023816,2.78e-7,0.097378125,0.485697962,0.631594297,0.522818228,0.590512947,NA,0.526914855
SLC35D2_AATAAA_chr9_start_96320710_end_96320711,SLC35D2_ENSG00000130958.13,chr9,96320710,96320711,-,-0.220669277,-0.085916288,0.018010922,-0.015396775,0.023836768,-0.022788092,NA,-0.037664688,0.922764792,0.922440257,0.92354566,0.935439556,0.877664346,0.934924673,NA,0.917773266,0.702095515,0.836523969,0.941556581,0.920042781,0.901501114,0.912136581,NA,0.880108578,73,73,73,82,82,82,NA,133,1.81e-7,0.081296306,0.472723809,0.605655104,0.496339441,0.560758577,NA,0.499048479,0,NA,NA,NA,NA,NA,NA,NA,35.26100655,5.925503556,0.707503249,0.375616998,0.716355884,0.578093789,NA,0.760974216,1,1,1,1,1,1,NA,1,2.88e-9,0.014923273,0.400273921,0.53995833,0.397341853,0.447060466,NA,0.383023816,2.78e-7,0.097378125,0.485697962,0.631594297,0.522818228,0.590512947,NA,0.526914855
TIMP2_AATAAA_chr17_start_78852978_end_78852979,TIMP2_ENSG00000035862.13,chr17,78852978,78852979,-,-0.169885761,0.045525409,-0.454857877,0.076838441,0.019591499,-0.021312195,0.029516415,0.127098369,0.660342659,0.660693151,0.660636183,0.493955286,0.540657695,0.53621049,0.49909974,0.5630228,0.490456898,0.70621856,0.205778306,0.570793728,0.560249194,0.514898295,0.528616155,0.690121169,338,338,338,1057,1057,1057,1057,1301,2.47e-9,0.116033808,1.47e-93,4.7e-17,1.12e-21,4.77e-9,5.48e-4,6.78e-21,3.48e-8,NA,1.82e-72,0.001487941,0.390032038,0.618868015,0.982344368,1.61e-6,34.38323328,3.512474032,324.9665013,12.24898008,1.586037476,1.160719557,1.951419211,25.92893167,1,1,1,1,1,1,1,1,4.53e-9,0.060908437,1.2e-72,4.66e-4,0.207893183,0.281316361,0.162433999,3.54e-7,4.32e-7,0.236610495,2.83e-70,0.001403513,0.315591271,0.429738443,0.324065997,4.2e-6
AVL9_AATAAA_chr7_start_32588708_end_32588709,AVL9_ENSG00000105778.20,chr7,32588708,32588709,+,-0.255888354,0.026270007,-0.354727023,0.097808608,0.012121924,-0.066718081,-0.036745797,0.065624909,0.470081852,0.469460658,0.470185816,0.464841228,0.564277511,0.578188681,0.521934487,0.476561809,0.214193499,0.495730665,0.115458793,0.562649835,0.576399435,0.5114706,0.48518869,0.542186718,64,64,64,132,132,132,132,128,1.78e-8,0.284872675,6.37e-36,2.1e-6,6.64e-5,9.67e-4,0.094534338,0.051638328,5.35e-8,NA,5.04e-27,0.083949988,1,0.349959527,NA,NA,33.54373882,0.253724018,116.7149812,3.758851352,0.104090427,1.982952584,0.553159574,0.399266307,1,1,1,1,1,1,1,1,6.97e-9,0.614465003,3.31e-27,0.052528652,0.746975107,0.159079703,0.45702956,0.52746841,6.5e-7,0.82597035,8.55e-26,0.091017574,0.824871501,0.280180862,0.64225965,0.66272393
MIB1_ATTAAA_chr18_start_21868816_end_21868817,MIB1_ENSG00000101752.13,chr18,21868816,21868817,+,0.285423664,-0.027893179,0.224708015,-0.047341226,2.12e-4,-0.037509423,-0.001406897,0.030891751,0.211323181,0.207800304,0.199515178,0.147266763,0.130555961,0.189681905,0.151607478,0.239715853,0.496746845,0.179907125,0.424223193,0.099925537,0.130767629,0.152172481,0.150200581,0.270607603,59,59,59,34,34,34,34,67,1.32e-8,0.906493011,1.26e-4,0.717906396,0.841900418,0.730323853,0.014797495,0.198732319,1.14e-7,NA,1.25e-5,NA,NA,NA,1,NA,32.07788901,0.243104842,21.21094381,1.417115926,-6.58e-5,0.587686444,0.001295334,0.269796246,1,1,1,1,1,1,1,1,1.48e-8,0.621972573,4.11e-6,0.233878691,1,0.443315153,0.971289736,0.603468485,1.28e-6,0.829584848,1.53e-5,0.324151627,1,0.587909712,0.985722577,0.726084606
FGF2_AATAAA_chr4_start_122898223_end_122898224,FGF2_ENSG00000138685.18,chr4,122898223,122898224,+,-0.170724188,0.083258304,-0.265804211,0.396838122,0.317835469,0.27122317,0.235613209,NA,0.327440831,0.327703101,0.32716645,0.288120968,0.290493949,0.318952352,0.371726954,NA,0.156716643,0.410961404,0.06136224,0.68495909,0.608329417,0.590175522,0.607340163,NA,95,95,95,91,91,91,91,NA,1.75e-7,0.320469046,1.24e-63,8.31e-28,9.15e-19,1.93e-13,2.52e-10,NA,3.34e-7,NA,2.37e-31,3.31e-27,2.31e-19,8.13e-14,1.97e-11,NA,31.33018596,3.622990769,137.8646795,119.0197782,83.56893384,58.68841159,48.53004811,NA,1,1,1,1,1,1,1,NA,2.18e-8,0.056986343,7.8e-32,1.04e-27,6.15e-20,1.85e-14,3.25e-12,NA,1.82e-6,0.228326006,2.74e-30,3.32e-26,1.51e-18,4.67e-13,1.25e-10,NA
MOB1A_AATAAA_chr2_start_74156084_end_74156085,MOB1A_ENSG00000114978.18,chr2,74156084,74156085,-,0.170164979,-0.074025762,0.332995055,-0.171447409,-0.1345864,-0.134444041,-0.090828833,-0.11434133,0.213614154,0.213264925,0.213321648,0.310686182,0.291658539,0.297126366,0.32319909,0.251556314,0.383779134,0.139239163,0.546316703,0.139238773,0.157072139,0.162682325,0.232370257,0.137214984,156,156,156,341,341,341,341,212,3.1e-9,1.36e-9,3.55e-63,1.33e-18,5.2e-14,2.59e-18,1.9e-10,3.56e-5,7.46e-7,0.005024517,2.6e-37,1.24e-13,1.16e-8,1.63e-10,3.9e-5,0.024452244,30.56038637,13.39497387,165.9414412,58.02815938,35.9101253,44.55520352,21.12486574,8.481500483,1,1,1,1,1,1,1,1,3.24e-8,2.52e-4,5.7e-38,2.58e-14,2.07e-9,2.47e-11,4.3e-6,0.003587761,2.63e-6,0.004729488,2.78e-36,3.21e-13,1.88e-8,4.25e-10,5.32e-5,0.013607393
FGF2_AATAAA_chr4_start_122892491_end_122892492,FGF2_ENSG00000138685.18,chr4,122892491,122892492,+,0.196706619,-9.68e-4,0.488376682,-0.254184107,-0.153651643,-0.157127354,-0.11337560000000001,-0.233261282,0.362533811,0.361138353,0.363383302,0.341570579,0.297438509,0.288088378,0.272141986,0.324108467,0.55924043,0.360170636,0.851759984,0.087386472,0.143786866,0.130961024,0.158766386,0.090847186,158,158,158,33,33,33,33,96,1.75e-7,0.320469046,1.24e-63,8.31e-28,9.15e-19,1.93e-13,2.52e-10,3.17e-8,4.97e-7,NA,1.96e-66,1.42e-17,5.28e-7,2.14e-7,3.07e-4,6.69e-6,30.56181372,-0.003058227,298.6612366,75.11465535,27.711342170000002,29.76697617,16.42045,23.18436504,1,1,1,1,1,1,1,1,3.23e-8,1,6.45e-67,4.44e-18,1.41e-7,4.87e-8,5.07e-5,1.47e-6,2.63e-6,1,1.25e-64,7.65e-17,1.01e-6,5.2e-7,4.69e-4,1.52e-5
BFAR_AATAAA_chr16_start_14668888_end_14668889,BFAR_ENSG00000103429.11,chr16,14668888,14668889,+,-0.204452361,-0.054542736,-0.055790185,-0.131622154,-0.042138377,-0.021773363,-0.118912219,NA,0.824379674,0.82496237,0.824965614,0.716386342,0.674578005,0.611903253,0.640677346,NA,0.619927313,0.770419634,0.769175428,0.584764187,0.632439628,0.59012989,0.521765127,NA,25,25,25,29,29,29,29,NA,2.97e-9,0.127556427,0.250600136,0.004304723,0.398761858,0.198106958,0.056407188,NA,4.4e-7,NA,NA,0,NA,NA,NA,NA,29.45457767,2.318814428,2.977141765,9.487902406,1.05803649,0.168339999,6.732461986,NA,1,1,1,1,1,1,1,NA,5.72e-8,0.127817412,0.084448283,0.002068312,0.303663444,0.681591337,0.009467384,NA,4.36e-6,0.372066075,0.128317442,0.005336663,0.424981322,0.785269065,0.038781311,NA
IER3IP1_AATAAA_chr18_start_47155043_end_47155044,IER3IP1_ENSG00000134049.6,chr18,47155043,47155044,-,-0.200228387,-0.026891256,-0.447921097,0.20921351,0.15978936,0.098680492,0.031981772,0.208593191,0.557068235,0.556513894,0.557073227,0.535534701,0.552103521,0.519382324,0.5213404,0.494517855,0.356839848,0.529622638,0.10915213,0.744748211,0.711892881,0.618062816,0.553322171,0.703111046,163,163,163,651,651,651,651,580,3.1e-6,0.739107621,1.88e-57,7.54e-14,4.74e-4,0.005850815,0.332898314,0.002129052,0,NA,0,0,0,0,NA,0.002989842,29.32778648,0.427542259,263.8156697,60.20738249,14.39687509,9.635026469,1.683252359,10.31986981,1,1,1,1,1,1,1,1,6.11e-8,0.513197395,2.53e-59,8.54e-15,1.48e-4,0.001909015,0.194492851,0.001316056,4.53e-6,0.7646969,3.36e-57,1.11e-13,6.24e-4,0.007428691,0.367463587,0.005932824
IER3IP1_AATAAA_chr18_start_47156030_end_47156031,IER3IP1_ENSG00000134049.6,chr18,47156030,47156031,-,0.200228387,0.026891256,0.447921097,-0.20921351,-0.15978936,-0.098680492,-0.031981772,-0.232006472,0.442931765,0.443486106,0.442926773,0.464465299,0.447896479,0.480617676,0.4786596,0.490683334,0.643160152,0.470377362,0.89084787,0.255251789,0.288107119,0.381937184,0.446677829,0.258676863,287,287,287,349,349,349,349,254,3.1e-6,0.739107621,1.88e-57,7.54e-14,4.74e-4,0.005850815,0.332898314,0.002129052,0,NA,0,0,0,0,NA,2.4e-4,29.32778648,0.427542259,263.8156697,60.20738249,14.39687509,9.635026469,1.683252359,15.03184504,1,1,1,1,1,1,1,1,6.11e-8,0.513197395,2.53e-59,8.54e-15,1.48e-4,0.001909015,0.194492851,1.06e-4,4.53e-6,0.7646969,3.36e-57,1.11e-13,6.24e-4,0.007428691,0.367463587,6.83e-4
FBLN1_AATAAA_chr22_start_45563360_end_45563361,FBLN1_ENSG00000077942.19,chr22,45563360,45563361,+,-0.287321931,0.102511106,0.00120554,-0.00161792,0.104743136,0.195468182,0.138481531,-0.278486391,0.530035155,0.530118059,0.529992773,0.496587533,0.443605663,0.482095488,0.494827043,0.578492747,0.242713224,0.632629165,0.531198313,0.494969613,0.5483488,0.67756367,0.633308574,0.300006356,78,78,78,107,107,107,107,63,9.48e-6,0.051035884,0.985366496,0.985178667,0.074713513,1.55e-4,0.027259409,0.017290813,0,NA,NA,NA,NA,0,0,0,26.93741742,7.077907284,0.00103416,6.57e-4,4.124839804,17.22931916,7.060678336,7.463047253,1,1,1,1,1,1,1,1,2.1e-7,0.00780401,0.974345764,0.979554217,0.042258021,3.31e-5,0.007879416,0.006297831,1.44e-5,0.061250537,0.983021524,0.98565602,0.086304276,2.08e-4,0.033615275,0.02170575
FBLN1_AATAAA_chr22_start_45601133_end_45601134,FBLN1_ENSG00000077942.19,chr22,45601133,45601134,+,0.287321931,-0.102511106,-0.00120554,0.00161792,-0.104743136,-0.195468182,-0.138481531,0.278486391,0.469964845,0.469881941,0.470007227,0.503412467,0.556394337,0.517904512,0.505172957,0.421507253,0.757286776,0.367370835,0.468801687,0.505030387,0.4516512,0.32243633,0.366691426,0.699993644,108,108,108,196,196,196,196,116,9.48e-6,0.051035884,0.985366496,0.985178667,0.074713513,1.55e-4,0.027259409,0.017290813,0,NA,NA,NA,NA,0,0,0,26.93741742,7.077907284,0.00103416,6.57e-4,4.124839804,17.22931916,7.060678336,7.463047253,1,1,1,1,1,1,1,1,2.1e-7,0.00780401,0.974345764,0.979554217,0.042258021,3.31e-5,0.007879416,0.006297831,1.44e-5,0.061250537,0.983021524,0.98565602,0.086304276,2.08e-4,0.033615275,0.02170575
CKAP2_ATTAAA_chr13_start_52476348_end_52476349,CKAP2_ENSG00000136108.15,chr13,52476348,52476349,+,-0.237371226,0.009045434,-0.225131576,0.08849872,0.086939813,-0.006882624,0.028251158,0.014315933,0.354744696,0.35464423899999997,0.354733331,0.299781715,0.365153921,0.371558536,0.367034475,0.255837758,0.11737347,0.363689673,0.129601754,0.388280435,0.452093734,0.364675913,0.395285633,0.270153691,17,17,17,84,84,84,84,96,6.54e-5,0.789305204,1.92e-20,1.03e-5,0.018552856,1.16e-9,0.532729886,0.142064882,8.87e-6,NA,1.61e-9,0.086043396,0.091063034,1,NA,NA,24.98614193,0.050623652,38.56026779,4.895981798,5.075304335,0.092995135,0.84969057,0.024494218,1,1,1,1,1,1,1,1,5.77e-7,0.821981604,5.31e-10,0.026919263,0.024269011,0.760403444,0.356639889,0.875633964,3.58e-5,0.927722466,3.37e-9,0.050879536,0.054184494,0.84425784,0.551232746,0.923980902
CEP89_AATAAA_chr19_start_32968909_end_32968910,CEP89_ENSG00000121289.18,chr19,32968909,32968910,-,0.401958777,0.133191617,0.255118813,0.047122727,-0.217701965,-0.100374262,-0.014497896,0.113792087,0.293865973,0.293777282,0.294790292,0.566204343,0.628421449,0.605713701,0.639551829,0.571935689,0.69582475,0.426968899,0.549909105,0.61332707,0.410719484,0.505339439,0.625053932,0.685727776,56,56,56,208,208,208,208,164,8.29e-5,0.479217392,0.002435441,2.44e-4,0.001680203,0.280775453,0.967417271,0.049324608,5.9e-6,NA,6.78e-4,0.56331759,3.83e-4,NA,NA,0.352609921,24.43670862,2.27966228,12.32844761,0.86452499,13.79085615,3.420857447,0.049541028,2.020282195,1,1,1,1,1,1,1,1,7.68e-7,0.131080414,4.46e-4,0.352475496,2.04e-4,0.064377568,0.823863853,0.155210295,4.69e-5,0.37658956,0.001164676,0.450322096,8.32e-4,0.138270471,0.898731723,0.272699882
LPP_APA_chr3_start_188874560_end_188874561,LPP_ENSG00000145012.14,chr3,188874560,188874561,+,0.246421908,0.006233282,0.458946712,-0.05564456,-0.030043078,-0.054429313,-0.106775013,NA,0.390168647,0.390194979,0.390171916,0.177281885,0.177829978,0.149284106,0.229113748,NA,0.636590554,0.39642826,0.849118628,0.121637325,0.1477869,0.094854793,0.122338735,NA,37,37,37,12,12,12,12,NA,3.3e-5,0.962103504,2.24e-20,0.347109022,0.622368916,0.176003112,0.152178661,NA,0,NA,0,NA,NA,NA,NA,NA,24.29627156,0.010575745,90.42344823,1.169931905,0.392481761,2.666701662,3.330759447,NA,1,1,1,1,1,1,1,NA,8.26e-7,0.918091193,1.92e-21,0.279415233,0.530997759,0.102468181,0.067995471,NA,4.97e-5,0.966819054,3.33e-20,0.37420092,0.648209848,0.198860582,0.175000173,NA
LPP_AATAAA_chr3_start_188890669_end_188890670,LPP_ENSG00000145012.14,chr3,188890669,188890670,+,-0.246421908,-0.006233282,-0.458946712,0.05564456,0.030043078,0.054429313,0.106775013,NA,0.609831353,0.609805021,0.609828084,0.822718115,0.822170022,0.850715894,0.770886252,NA,0.363409446,0.60357174,0.150881372,0.878362675,0.8522131,0.905145207,0.877661265,NA,148,148,148,200,200,200,200,NA,3.3e-5,0.962103504,2.24e-20,0.347109022,0.622368916,0.176003112,0.152178661,NA,0,NA,0,NA,NA,NA,NA,NA,24.29627156,0.010575745,90.42344823,1.169931905,0.392481761,2.666701662,3.330759447,NA,1,1,1,1,1,1,1,NA,8.26e-7,0.918091193,1.92e-21,0.279415233,0.530997759,0.102468181,0.067995471,NA,4.97e-5,0.966819054,3.33e-20,0.37420092,0.648209848,0.198860582,0.175000173,NA
