gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,CFIM25_DMSO_1,CFIM25_DMSO_2,CFIM25_DMSO_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
ZFAND5_ENSG00000107372.13,PAS9519_AATAAA_0.25,8.94E-54,4.32E-55,ZFAND5_ENSG00000107372.13,245.2344722,1,2.84E-55,3.18E-53,ZFAND5_ENSG00000107372.13,0.615021892,0.615021892,0.615021892,0.137421192,0.137421192,0.137421192,-0.4776007,chr9,72354460,72354461,253,-,ENSG00000107372.13,ZFAND5,UTR3
ASAP2_ENSG00000151693.11,PAS2034_AATAAA_0.15,2.83E-53,0,ASAP2_ENSG00000151693.11,244.3310596,1,4.47E-55,4.87E-53,ASAP2_ENSG00000151693.11,0.060185548,0.060185548,0.060185548,0.393053942,0.393053942,0.393053942,0.332868394,chr2,9403678,9403679,42,+,ENSG00000151693.11,ASAP2,UTR3
ASAP2_ENSG00000151693.11,PAS2035_AATAAA_0.25,2.83E-53,0,ASAP2_ENSG00000151693.11,244.3310596,1,4.47E-55,4.87E-53,ASAP2_ENSG00000151693.11,0.939814452,0.939814452,0.939814452,0.606946058,0.606946058,0.606946058,-0.332868394,chr2,9405676,9405677,429,+,ENSG00000151693.11,ASAP2,UTR3
GRSF1_ENSG00000132463.15,PAS5129_AATAAA_0.4,5.59E-52,4.35E-54,GRSF1_ENSG00000132463.15,242.0159427,1,1.43E-54,1.54E-52,GRSF1_ENSG00000132463.15,0.642387426,0.642387426,0.642387426,0.939436998,0.939436998,0.939436998,0.297049572,chr4,70820647,70820648,258,-,ENSG00000132463.15,GRSF1,UTR3
PPP2CB_ENSG00000104695.13,PAS8626_AATAAA_0.4,1.27E-52,0,PPP2CB_ENSG00000104695.13,241.2670312,1,2.08E-54,2.18E-52,PPP2CB_ENSG00000104695.13,0.948436999,0.948436999,0.948436999,0.651717314,0.651717314,0.651717314,-0.296719686,chr8,30785620,30785621,712,-,ENSG00000104695.13,PPP2CB,UTR3
PPP2CB_ENSG00000104695.13,PAS8627_APA_0.35,1.27E-52,0,PPP2CB_ENSG00000104695.13,241.2670312,1,2.08E-54,2.18E-52,PPP2CB_ENSG00000104695.13,0.051563001,0.051563001,0.051563001,0.348282686,0.348282686,0.348282686,0.296719686,chr8,30786158,30786159,20,-,ENSG00000104695.13,PPP2CB,UTR3
LMAN1_ENSG00000074695.6,PAS17250_AATAAA_0.4,8.29E-51,1.05E-53,LMAN1_ENSG00000074695.6,240.2536875,1,3.46E-54,3.59E-52,LMAN1_ENSG00000074695.6,0.138726302,0.138726302,0.138726302,0.627334076,0.627334076,0.627334076,0.488607774,chr18,59330965,59330966,75,-,ENSG00000074695.6,LMAN1,UTR3
KLHL42_ENSG00000087448.11,PAS12008_AATAAA_0.45,1.11E-49,2.49E-53,KLHL42_ENSG00000087448.11,238.5361921,1,8.20E-54,8.40E-52,KLHL42_ENSG00000087448.11,0.44869357,0.44869357,0.44869357,0.892752195,0.892752195,0.892752195,0.444058624,chr12,27798185,27798186,133,+,ENSG00000087448.11,KLHL42,UTR3
PTEN_ENSG00000171862.14,PAS10103_APA_0.25,9.72E-82,7.58E-53,PTEN_ENSG00000171862.14,237.7034078,1,1.25E-53,1.26E-51,PTEN_ENSG00000171862.14,0.477874716,0.477874716,0.477874716,0.091196315,0.091196315,0.091196315,-0.386678401,chr10,87968753,87968754,28,+,ENSG00000171862.14,PTEN,UTR3
CD46_ENSG00000117335.21,PAS864_AATAAA_0.25,1.34E-58,5.78E-53,CD46_ENSG00000117335.21,236.8638386,1,1.90E-53,1.90E-51,CD46_ENSG00000117335.21,0.948936017,0.948936017,0.948936017,0.633452279,0.633452279,0.633452279,-0.315483738,chr1,207795502,207795503,781,+,ENSG00000117335.21,CD46,UTR3
LAMC1_ENSG00000135862.6,PAS762_AATAAA_0.2,1.18E-51,0,LAMC1_ENSG00000135862.6,236.7679095,1,1.99E-53,1.95E-51,LAMC1_ENSG00000135862.6,0.480791254,0.480791254,0.480791254,0.914297275,0.914297275,0.914297275,0.433506021,chr1,183143010,183143011,230,+,ENSG00000135862.6,LAMC1,UTR3
LAMC1_ENSG00000135862.6,PAS763_AATAAA_0.15,1.18E-51,0,LAMC1_ENSG00000135862.6,236.7679095,1,1.99E-53,1.95E-51,LAMC1_ENSG00000135862.6,0.519208746,0.519208746,0.519208746,0.085702725,0.085702725,0.085702725,-0.433506021,chr1,183145590,183145591,341,+,ENSG00000135862.6,LAMC1,UTR3
MPHOSPH9_ENSG00000051825.15,PAS13132_ATTAAA_0.2,3.19E-51,4.70E-52,MPHOSPH9_ENSG00000051825.15,233.4977123,1,1.03E-52,9.87E-51,MPHOSPH9_ENSG00000051825.15,0.09438808,0.09438808,0.09438808,0.467546422,0.467546422,0.467546422,0.373158342,chr12,123156777,123156778,46,-,ENSG00000051825.15,MPHOSPH9,UTR3
MOB1A_ENSG00000114978.18,PAS2984_AATAAA_0.4,3.55E-63,4.71E-52,MOB1A_ENSG00000114978.18,233.489946,1,1.03E-52,9.87E-51,MOB1A_ENSG00000114978.18,0.517078659,0.517078659,0.517078659,0.138701863,0.138701863,0.138701863,-0.378376795,chr2,74152593,74152594,38,-,ENSG00000114978.18,MOB1A,UTR3
PTP4A2_ENSG00000184007.22,PAS1208_APA_0.25,2.15E-48,3.39E-51,PTP4A2_ENSG00000184007.22,227.3718498,1,2.23E-51,2.11E-49,PTP4A2_ENSG00000184007.22,0.354816122,0.354816122,0.354816122,0.797440376,0.797440376,0.797440376,0.442624253,chr1,31910038,31910039,293,-,ENSG00000184007.22,PTP4A2,UTR3
SSR3_ENSG00000114850.7,PAS4485_ATTAAA_0.4,5.07E-63,2.96E-50,SSR3_ENSG00000114850.7,225.8174468,1,4.87E-51,4.55E-49,SSR3_ENSG00000114850.7,0.518846329,0.518846329,0.518846329,0.746738181,0.746738181,0.746738181,0.227891852,chr3,156543006,156543007,906,-,ENSG00000114850.7,SSR3,UTR3
KDELR2_ENSG00000136240.10,PAS7798_None_0.2,4.30E-49,2.50E-50,KDELR2_ENSG00000136240.10,223.3943384,1,1.64E-50,1.52E-48,KDELR2_ENSG00000136240.10,0.344923059,0.344923059,0.344923059,0.65911162,0.65911162,0.65911162,0.314188561,chr7,6462787,6462788,600,-,ENSG00000136240.10,KDELR2,UTR3
CALM3_ENSG00000160014.17,PAS17744_APA_0.2,3.64E-48,0,CALM3_ENSG00000160014.17,220.4510693,1,7.21E-50,6.52E-48,CALM3_ENSG00000160014.17,0.274945067,0.274945067,0.274945067,0.571070972,0.571070972,0.571070972,0.296125904,chr19,46609302,46609303,481,+,ENSG00000160014.17,CALM3,UTR3
CALM3_ENSG00000160014.17,PAS17745_AATAAA_0.05,3.64E-48,0,CALM3_ENSG00000160014.17,220.4510693,1,7.21E-50,6.52E-48,CALM3_ENSG00000160014.17,0.725054933,0.725054933,0.725054933,0.428929028,0.428929028,0.428929028,-0.296125904,chr19,46610780,46610781,1713,+,ENSG00000160014.17,CALM3,UTR3
SSR3_ENSG00000114850.7,PAS4480_ATTAAA_0.3,5.07E-63,2.87E-48,SSR3_ENSG00000114850.7,216.7110577,1,4.72E-49,4.22E-47,SSR3_ENSG00000114850.7,0.246523328,0.246523328,0.246523328,0.079176657,0.079176657,0.079176657,-0.167346671,chr3,156540147,156540148,829,-,ENSG00000114850.7,SSR3,UTR3
ZNF207_ENSG00000010244.19,PAS15941_AATAAA_0.15,1.37E-53,1.72E-48,ZNF207_ENSG00000010244.19,216.353098,1,5.65E-49,5.00E-47,ZNF207_ENSG00000010244.19,0.214991011,0.214991011,0.214991011,0.568088951,0.568088951,0.568088951,0.353097939,chr17,32369964,32369965,206,+,ENSG00000010244.19,ZNF207,UTR3
CD44_ENSG00000026508.21,PAS10978_ATTAAA_0.3,4.87E-51,1.88E-48,CD44_ENSG00000026508.21,216.1728825,1,6.18E-49,5.42E-47,CD44_ENSG00000026508.21,0.20898532,0.20898532,0.20898532,0.041117657,0.041117657,0.041117657,-0.167867663,chr11,35232400,35232401,189,+,ENSG00000026508.21,CD44,UTR3
RAN_ENSG00000132341.12,PAS12509_APA_0.25,1.01E-58,2.91E-48,RAN_ENSG00000132341.12,215.3010305,1,9.58E-49,8.22E-47,RAN_ENSG00000132341.12,0.09760282,0.09760282,0.09760282,0.009542178,0.009542178,0.009542178,-0.088060642,chr12,130877676,130877677,173,+,ENSG00000132341.12,RAN,UTR3
ZNF207_ENSG00000010244.19,PAS15942_AATAAA_0.35,1.37E-53,2.91E-48,ZNF207_ENSG00000010244.19,215.3031475,1,9.57E-49,8.22E-47,ZNF207_ENSG00000010244.19,0.622890588,0.622890588,0.622890588,0.263552501,0.263552501,0.263552501,-0.359338087,chr17,32370335,32370336,388,+,ENSG00000010244.19,ZNF207,UTR3
PANK3_ENSG00000120137.7,PAS6273_AATAAA_0.15,8.24E-57,7.23E-48,PANK3_ENSG00000120137.7,213.4908819,1,2.38E-48,2.02E-46,PANK3_ENSG00000120137.7,0.732038942,0.732038942,0.732038942,0.280425135,0.280425135,0.280425135,-0.451613807,chr5,168548495,168548496,113,-,ENSG00000120137.7,PANK3,UTR3
PTP4A2_ENSG00000184007.22,PAS1206_AATAAA_0.05,2.15E-48,4.89E-48,PTP4A2_ENSG00000184007.22,212.8896629,1,3.22E-48,2.65E-46,PTP4A2_ENSG00000184007.22,0.61987132,0.61987132,0.61987132,0.193216194,0.193216194,0.193216194,-0.426655126,chr1,31906422,31906423,377,-,ENSG00000184007.22,PTP4A2,UTR3
ARL8B_ENSG00000134108.14,PAS3375_AATAAA_0.25,1.56E-46,0,ARL8B_ENSG00000134108.14,212.8918021,1,3.21E-48,2.65E-46,ARL8B_ENSG00000134108.14,0.237853191,0.237853191,0.237853191,0.817681539,0.817681539,0.817681539,0.579828349,chr3,5179577,5179578,261,+,ENSG00000134108.14,ARL8B,UTR3
ARL8B_ENSG00000134108.14,PAS3376_AATAAA_0.35,1.56E-46,0,ARL8B_ENSG00000134108.14,212.8918021,1,3.21E-48,2.65E-46,ARL8B_ENSG00000134108.14,0.762146809,0.762146809,0.762146809,0.182318461,0.182318461,0.182318461,-0.579828349,chr3,5180908,5180909,168,+,ENSG00000134108.14,ARL8B,UTR3
TNPO1_ENSG00000083312.19,PAS5505_AATAAA_0.3,4.13E-81,3.00E-47,TNPO1_ENSG00000083312.19,211.4673978,1,6.57E-48,5.37E-46,TNPO1_ENSG00000083312.19,0.094447589,0.094447589,0.094447589,0.384119892,0.384119892,0.384119892,0.289672303,chr5,72909327,72909328,59,+,ENSG00000083312.19,TNPO1,UTR3
SCARB2_ENSG00000138760.11,PAS5147_AATAAA_0.4,1.21E-45,0,SCARB2_ENSG00000138760.11,208.7773338,1,2.54E-47,2.04E-45,SCARB2_ENSG00000138760.11,0.533411076,0.533411076,0.533411076,0.096118494,0.096118494,0.096118494,-0.437292582,chr4,76158740,76158741,149,-,ENSG00000138760.11,SCARB2,UTR3
SCARB2_ENSG00000138760.11,PAS5148_AATAAA_0.1,1.21E-45,0,SCARB2_ENSG00000138760.11,208.7773338,1,2.54E-47,2.04E-45,SCARB2_ENSG00000138760.11,0.466588924,0.466588924,0.466588924,0.903881506,0.903881506,0.903881506,0.437292582,chr4,76161453,76161454,155,-,ENSG00000138760.11,SCARB2,UTR3
ZFAND5_ENSG00000107372.13,PAS9521_ATTAAA_0.1,8.94E-54,4.74E-47,ZFAND5_ENSG00000107372.13,208.3673156,1,3.12E-47,2.48E-45,ZFAND5_ENSG00000107372.13,0.310523615,0.310523615,0.310523615,0.771195488,0.771195488,0.771195488,0.460671873,chr9,72355872,72355873,85,-,ENSG00000107372.13,ZFAND5,UTR3
CGGBP1_ENSG00000163320.12,PAS4273_ATTAAA_0.1,1.57E-44,6.42E-47,CGGBP1_ENSG00000163320.12,207.7636568,1,4.22E-47,3.32E-45,CGGBP1_ENSG00000163320.12,0.296198104,0.296198104,0.296198104,0.814914564,0.814914564,0.814914564,0.518716461,chr3,88055414,88055415,56,-,ENSG00000163320.12,CGGBP1,UTR3
KIF5B_ENSG00000170759.11,PAS10469_APA_0.2,2.98E-43,2.52E-46,KIF5B_ENSG00000170759.11,207.2326363,1,5.52E-47,4.26E-45,KIF5B_ENSG00000170759.11,0.040358486,0.040358486,0.040358486,0.274922981,0.274922981,0.274922981,0.234564494,chr10,32011386,32011387,36,-,ENSG00000170759.11,KIF5B,UTR3
TMEM30A_ENSG00000112697.17,PAS7108_AATAAA_0.25,1.21E-48,2.50E-46,TMEM30A_ENSG00000112697.17,207.2476204,1,5.47E-47,4.26E-45,TMEM30A_ENSG00000112697.17,0.441237542,0.441237542,0.441237542,0.128852312,0.128852312,0.128852312,-0.31238523,chr6,75252926,75252927,322,-,ENSG00000112697.17,TMEM30A,UTR3
CLIP4_ENSG00000115295.21,PAS2113_AATAAA_0.25,2.31E-51,6.72E-46,CLIP4_ENSG00000115295.21,205.2765972,1,1.47E-46,1.13E-44,CLIP4_ENSG00000115295.21,0.514221414,0.514221414,0.514221414,0.139324117,0.139324117,0.139324117,-0.374897298,chr2,29183805,29183806,355,+,ENSG00000115295.21,CLIP4,UTR3
DENR_ENSG00000139726.11,PAS12462_ATTAAA_0.3,1.22E-44,5.11E-46,DENR_ENSG00000139726.11,205.0155011,1,1.68E-46,1.27E-44,DENR_ENSG00000139726.11,0.640318014,0.640318014,0.640318014,0.346185054,0.346185054,0.346185054,-0.29413296,chr12,122771059,122771060,422,+,ENSG00000139726.11,DENR,UTR3
AZIN1_ENSG00000155096.15,PAS8866_APA_0.1,4.57E-51,5.35E-46,AZIN1_ENSG00000155096.15,204.9237633,1,1.76E-46,1.32E-44,AZIN1_ENSG00000155096.15,0.46019303,0.46019303,0.46019303,0.144892138,0.144892138,0.144892138,-0.315300892,chr8,102826357,102826358,131,-,ENSG00000155096.15,AZIN1,UTR3
KRT8_ENSG00000170421.13,PAS12768_AATAAA_0.1,2.37E-43,6.75E-46,KRT8_ENSG00000170421.13,203.0826098,1,4.44E-46,3.31E-44,KRT8_ENSG00000170421.13,0.949308242,0.949308242,0.949308242,0.777938406,0.777938406,0.777938406,-0.171369836,chr12,52897192,52897193,2058,-,ENSG00000170421.13,KRT8,UTR3
DSTN_ENSG00000125868.16,PAS18525_AATAAA_0.4,1.01E-46,1.15E-45,DSTN_ENSG00000125868.16,202.0276422,1,7.54E-46,5.57E-44,DSTN_ENSG00000125868.16,0.230549371,0.230549371,0.230549371,0.540955118,0.540955118,0.540955118,0.310405747,chr20,17607324,17607325,438,+,ENSG00000125868.16,DSTN,UTR3
APLP2_ENSG00000084234.18,PAS11358_AATAAA_0.15,7.52E-44,0,APLP2_ENSG00000084234.18,200.4825332,1,1.64E-45,1.19E-43,APLP2_ENSG00000084234.18,0.256506247,0.256506247,0.256506247,0.636627634,0.636627634,0.636627634,0.380121387,chr11,130143808,130143809,91,+,ENSG00000084234.18,APLP2,UTR3
APLP2_ENSG00000084234.18,PAS11359_AATAAA_0.2,7.52E-44,0,APLP2_ENSG00000084234.18,200.4825332,1,1.64E-45,1.19E-43,APLP2_ENSG00000084234.18,0.743493753,0.743493753,0.743493753,0.363372366,0.363372366,0.363372366,-0.380121387,chr11,130144803,130144804,1869,+,ENSG00000084234.18,APLP2,UTR3
KLHL42_ENSG00000087448.11,PAS12011_AATAAA_0.2,1.11E-49,3.91E-44,KLHL42_ENSG00000087448.11,196.3847169,1,1.28E-44,9.25E-43,KLHL42_ENSG00000087448.11,0.473534066,0.473534066,0.473534066,0.087986883,0.087986883,0.087986883,-0.385547183,chr12,27803038,27803039,200,+,ENSG00000087448.11,KLHL42,UTR3
ABI2_ENSG00000138443.17,PAS2593_AATAAA_0.4,5.90E-43,0,ABI2_ENSG00000138443.17,196.3066682,1,1.34E-44,9.46E-43,ABI2_ENSG00000138443.17,0.441989097,0.441989097,0.441989097,0.878749809,0.878749809,0.878749809,0.436760712,chr2,203427596,203427597,105,+,ENSG00000138443.17,ABI2,UTR3
ABI2_ENSG00000138443.17,PAS2594_AATAAA_0.2,5.90E-43,0,ABI2_ENSG00000138443.17,196.3066682,1,1.34E-44,9.46E-43,ABI2_ENSG00000138443.17,0.558010903,0.558010903,0.558010903,0.121250191,0.121250191,0.121250191,-0.436760712,chr2,203432167,203432168,151,+,ENSG00000138443.17,ABI2,UTR3
RTN3_ENSG00000133318.14,PAS11064_AATAAA_0.45,3.45E-42,0,RTN3_ENSG00000133318.14,192.7390391,1,8.03E-44,5.59E-42,RTN3_ENSG00000133318.14,0.476701019,0.476701019,0.476701019,0.804179362,0.804179362,0.804179362,0.327478343,chr11,63759045,63759046,190,+,ENSG00000133318.14,RTN3,UTR3
RTN3_ENSG00000133318.14,PAS11065_AATAAA_0.35,3.45E-42,0,RTN3_ENSG00000133318.14,192.7390391,1,8.03E-44,5.59E-42,RTN3_ENSG00000133318.14,0.523298981,0.523298981,0.523298981,0.195820638,0.195820638,0.195820638,-0.327478343,chr11,63759884,63759885,219,+,ENSG00000133318.14,RTN3,UTR3
KRT8_ENSG00000170421.13,PAS12770_APA_0.15,2.37E-43,1.39E-43,KRT8_ENSG00000170421.13,192.4731921,1,9.17E-44,6.34E-42,KRT8_ENSG00000170421.13,0.045913913,0.045913913,0.045913913,0.207348613,0.207348613,0.207348613,0.1614347,chr12,52948650,52948651,184,-,ENSG00000170421.13,KRT8,UTR3
SMURF2_ENSG00000108854.16,PAS16824_AATAAA_0.35,7.56E-42,0,SMURF2_ENSG00000108854.16,191.1565313,1,1.78E-43,1.21E-41,SMURF2_ENSG00000108854.16,0.244553657,0.244553657,0.244553657,0.014274472,0.014274472,0.014274472,-0.230279186,chr17,64542304,64542305,42,-,ENSG00000108854.16,SMURF2,UTR3
SMURF2_ENSG00000108854.16,PAS16825_AATAAA_0.3,7.56E-42,0,SMURF2_ENSG00000108854.16,191.1565313,1,1.78E-43,1.21E-41,SMURF2_ENSG00000108854.16,0.755446343,0.755446343,0.755446343,0.985725528,0.985725528,0.985725528,0.230279186,chr17,64545355,64545357,103,-,ENSG00000108854.16,SMURF2,UTR3
CD164_ENSG00000135535.17,PAS7206_None_0.15,3.89E-73,7.59E-43,CD164_ENSG00000135535.17,190.4824362,1,2.49E-43,1.68E-41,CD164_ENSG00000135535.17,0.066341624,0.066341624,0.066341624,0.375306769,0.375306769,0.375306769,0.308965145,chr6,109368639,109368640,22,-,ENSG00000135535.17,CD164,UTR3
ACP1_ENSG00000143727.16,PAS2026_AATAAA_0.25,2.72E-41,0,ACP1_ENSG00000143727.16,188.5601769,1,6.56E-43,4.35E-41,ACP1_ENSG00000143727.16,0.447074373,0.447074373,0.447074373,0.823746004,0.823746004,0.823746004,0.376671631,chr2,277506,277507,150,+,ENSG00000143727.16,ACP1,UTR3
ACP1_ENSG00000143727.16,PAS2027_AATAAA_0.15,2.72E-41,0,ACP1_ENSG00000143727.16,188.5601769,1,6.56E-43,4.35E-41,ACP1_ENSG00000143727.16,0.552925627,0.552925627,0.552925627,0.176253996,0.176253996,0.176253996,-0.376671631,chr2,278279,278280,220,+,ENSG00000143727.16,ACP1,UTR3
ELAVL1_ENSG00000066044.15,PAS18019_ATTAAA_0.15,3.14E-41,0,ELAVL1_ENSG00000066044.15,188.2532169,1,7.65E-43,5.00E-41,ELAVL1_ENSG00000066044.15,0.619518049,0.619518049,0.619518049,0.189112906,0.189112906,0.189112906,-0.430405143,chr19,7962274,7962275,102,-,ENSG00000066044.15,ELAVL1,UTR3
ELAVL1_ENSG00000066044.15,PAS18020_APA_0.2,3.14E-41,0,ELAVL1_ENSG00000066044.15,188.2532169,1,7.65E-43,5.00E-41,ELAVL1_ENSG00000066044.15,0.380481951,0.380481951,0.380481951,0.810887094,0.810887094,0.810887094,0.430405143,chr19,7963430,7963431,72,-,ENSG00000066044.15,ELAVL1,UTR3
ACSL4_ENSG00000068366.21,PAS20058_AATAAA_0.3,1.33E-41,2.25E-42,ACSL4_ENSG00000068366.21,186.9428436,1,1.48E-42,9.59E-41,ACSL4_ENSG00000068366.21,0.891452963,0.891452963,0.891452963,0.460153756,0.460153756,0.460153756,-0.431299207,chrX,109641336,109641337,318,-,ENSG00000068366.21,ACSL4,UTR3
SCRN1_ENSG00000136193.17,PAS7873_AATAAA_0.25,1.51E-40,0,SCRN1_ENSG00000136193.17,185.0202241,1,3.88E-42,2.48E-40,SCRN1_ENSG00000136193.17,0.991952526,0.991952526,0.991952526,0.791215599,0.791215599,0.791215599,-0.200736927,chr7,29920110,29920111,364,-,ENSG00000136193.17,SCRN1,UTR3
SCRN1_ENSG00000136193.17,PAS7874_APA_0.15,1.51E-40,0,SCRN1_ENSG00000136193.17,185.0202241,1,3.88E-42,2.48E-40,SCRN1_ENSG00000136193.17,0.008047474,0.008047474,0.008047474,0.208784401,0.208784401,0.208784401,0.200736927,chr7,29923858,29923859,10,-,ENSG00000136193.17,SCRN1,UTR3
NDC1_ENSG00000058804.12,PAS1346_AATAAA_0.45,1.89E-40,0,NDC1_ENSG00000058804.12,184.545198,1,4.93E-42,3.11E-40,NDC1_ENSG00000058804.12,0.570100853,0.570100853,0.570100853,0.044019037,0.044019037,0.044019037,-0.526081817,chr1,53765474,53765475,31,-,ENSG00000058804.12,NDC1,UTR3
NDC1_ENSG00000058804.12,PAS1347_AATAAA_0.35,1.89E-40,0,NDC1_ENSG00000058804.12,184.545198,1,4.93E-42,3.11E-40,NDC1_ENSG00000058804.12,0.429899147,0.429899147,0.429899147,0.955980963,0.955980963,0.955980963,0.526081817,chr1,53767720,53767721,83,-,ENSG00000058804.12,NDC1,UTR3
MPZL1_ENSG00000197965.12,PAS697_None_0.1,5.90E-41,5.22E-41,MPZL1_ENSG00000197965.12,182.0652143,1,1.72E-41,1.07E-39,MPZL1_ENSG00000197965.12,0.163414605,0.163414605,0.163414605,0.585908113,0.585908113,0.585908113,0.422493508,chr1,167788154,167788155,31,+,ENSG00000197965.12,MPZL1,UTR3
CGGBP1_ENSG00000163320.12,PAS4271_ATTAAA_0.1,1.57E-44,3.09E-41,CGGBP1_ENSG00000163320.12,181.7271175,1,2.03E-41,1.26E-39,CGGBP1_ENSG00000163320.12,0.633144978,0.633144978,0.633144978,0.156115093,0.156115093,0.156115093,-0.477029885,chr3,88052129,88052130,82,-,ENSG00000163320.12,CGGBP1,UTR3
MCL1_ENSG00000143384.14,PAS1589_AATAAA_0.35,9.54E-39,4.41E-41,MCL1_ENSG00000143384.14,181.0235464,1,2.90E-41,1.78E-39,MCL1_ENSG00000143384.14,0.903066786,0.903066786,0.903066786,0.720935485,0.720935485,0.720935485,-0.182131301,chr1,150574560,150574561,838,-,ENSG00000143384.14,MCL1,UTR3
RPL37_ENSG00000145592.14,PAS5957_AATAAA_0.25,2.80E-40,6.31E-41,RPL37_ENSG00000145592.14,180.3092524,1,4.15E-41,2.54E-39,RPL37_ENSG00000145592.14,0.976985431,0.976985431,0.976985431,0.995292484,0.995292484,0.995292484,0.018307053,chr5,40832456,40832457,18446,-,ENSG00000145592.14,RPL37,UTR3
ASB1_ENSG00000065802.12,PAS2708_APA_0.15,1.82E-39,0,ASB1_ENSG00000065802.12,179.9715628,1,4.92E-41,2.96E-39,ASB1_ENSG00000065802.12,0.30931087,0.30931087,0.30931087,0.677096858,0.677096858,0.677096858,0.367785988,chr2,238446729,238446730,225,+,ENSG00000065802.12,ASB1,UTR3
ASB1_ENSG00000065802.12,PAS2709_AATAAA_0.05,1.82E-39,0,ASB1_ENSG00000065802.12,179.9715628,1,4.92E-41,2.96E-39,ASB1_ENSG00000065802.12,0.69068913,0.69068913,0.69068913,0.322903142,0.322903142,0.322903142,-0.367785988,chr2,238452248,238452249,739,+,ENSG00000065802.12,ASB1,UTR3
BCLAF1_ENSG00000029363.17,PAS7262_AATAAA_0.35,8.61E-41,3.38E-40,BCLAF1_ENSG00000029363.17,179.7290855,1,5.55E-41,3.32E-39,BCLAF1_ENSG00000029363.17,0.055963884,0.055963884,0.055963884,0.401366732,0.401366732,0.401366732,0.345402848,chr6,136260897,136260898,12,-,ENSG00000029363.17,BCLAF1,UTR3
CALM1_ENSG00000198668.14,PAS13794_AATAAA_0.25,3.80E-38,9.70E-41,CALM1_ENSG00000198668.14,179.4534305,1,6.38E-41,3.79E-39,CALM1_ENSG00000198668.14,0.329813661,0.329813661,0.329813661,0.054361619,0.054361619,0.054361619,-0.275452042,chr14,90408265,90408266,588,+,ENSG00000198668.14,CALM1,UTR3
LIMCH1_ENSG00000064042.18,PAS4750_AATAAA_0.3,1.99E-39,2.65E-40,LIMCH1_ENSG00000064042.18,178.830452,1,8.73E-41,5.15E-39,LIMCH1_ENSG00000064042.18,0.450276817,0.450276817,0.450276817,0.101054468,0.101054468,0.101054468,-0.34922235,chr4,41700041,41700042,395,+,ENSG00000064042.18,LIMCH1,UTR3
SERP1_ENSG00000120742.11,PAS4470_AATAAA_0.3,4.75E-38,1.60E-40,SERP1_ENSG00000120742.11,178.4532876,1,1.05E-40,6.18E-39,SERP1_ENSG00000120742.11,0.643217743,0.643217743,0.643217743,0.9580481,0.9580481,0.9580481,0.314830357,chr3,150544218,150544219,289,-,ENSG00000120742.11,SERP1,UTR3
ADSS2_ENSG00000035687.10,PAS1999_AATAAA_0.2,8.01E-38,3.21E-40,ADSS2_ENSG00000035687.10,177.0741825,1,2.11E-40,1.23E-38,ADSS2_ENSG00000035687.10,0.081308548,0.081308548,0.081308548,0.508231558,0.508231558,0.508231558,0.426923009,chr1,244409475,244409476,75,-,ENSG00000035687.10,ADSS2,UTR3
ETF1_ENSG00000120705.13,PAS6179_ATTAAA_0.2,1.48E-38,3.66E-40,ETF1_ENSG00000120705.13,176.8136346,1,2.41E-40,1.39E-38,ETF1_ENSG00000120705.13,0.503242265,0.503242265,0.503242265,0.177453636,0.177453636,0.177453636,-0.325788629,chr5,138506095,138506096,212,-,ENSG00000120705.13,ETF1,UTR3
SNX5_ENSG00000089006.17,PAS18820_AATAAA_0.15,1.10E-37,6.57E-40,SNX5_ENSG00000089006.17,175.6489466,1,4.32E-40,2.48E-38,SNX5_ENSG00000089006.17,0.406965626,0.406965626,0.406965626,0.113552753,0.113552753,0.113552753,-0.293412873,chr20,17941601,17941602,445,-,ENSG00000089006.17,SNX5,UTR3
NQO1_ENSG00000181019.13,PAS15652_AATAAA_0.15,2.23E-37,6.86E-40,NQO1_ENSG00000181019.13,175.5630756,1,4.51E-40,2.57E-38,NQO1_ENSG00000181019.13,0.791048079,0.791048079,0.791048079,0.927059577,0.927059577,0.927059577,0.136011497,chr16,69710841,69710842,2325,-,ENSG00000181019.13,NQO1,UTR3
KDELR2_ENSG00000136240.10,PAS7796_AATAAA_0.25,4.30E-49,7.77E-40,KDELR2_ENSG00000136240.10,175.3142136,1,5.11E-40,2.90E-38,KDELR2_ENSG00000136240.10,0.510863062,0.510863062,0.510863062,0.241157404,0.241157404,0.241157404,-0.269705658,chr7,6461090,6461091,472,-,ENSG00000136240.10,KDELR2,UTR3
RBMX_ENSG00000147274.14,PAS20120_AATAAA_0.15,7.11E-38,8.55E-40,RBMX_ENSG00000147274.14,175.1242423,1,5.62E-40,3.17E-38,RBMX_ENSG00000147274.14,0.395192668,0.395192668,0.395192668,0.105958531,0.105958531,0.105958531,-0.289234137,chrX,136869192,136869193,420,-,ENSG00000147274.14,RBMX,UTR3
