gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,ELAVL1_DMSO_1,ELAVL1_DMSO_2,ELAVL1_DMSO_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
KDELR2_ENSG00000136240.10,PAS7798_None_0.2,1.32E-08,4.17E-09,KDELR2_ENSG00000136240.10,38.51576217,1,5.43E-10,5.93E-08,KDELR2_ENSG00000136240.10,0.34487917,0.34487917,0.34487917,0.476273912,0.476273912,0.476273912,0.131394742,chr7,6462787,6462788,600,-,ENSG00000136240.10,KDELR2,UTR3
CBR4_ENSG00000145439.12,PAS5309_AATAAA_0.3,4.46E-08,0,CBR4_ENSG00000145439.12,38.14382997,1,6.57E-10,6.99E-08,CBR4_ENSG00000145439.12,0.357624856,0.357624856,0.357624856,0.099540436,0.099540436,0.099540436,-0.25808442,chr4,168987592,168987593,77,-,ENSG00000145439.12,CBR4,UTR3
CBR4_ENSG00000145439.12,PAS5310_APA_0.25,4.46E-08,0,CBR4_ENSG00000145439.12,38.14382997,1,6.57E-10,6.99E-08,CBR4_ENSG00000145439.12,0.642375144,0.642375144,0.642375144,0.900459564,0.900459564,0.900459564,0.25808442,chr4,168989991,168989992,33,-,ENSG00000145439.12,CBR4,UTR3
MIB1_ENSG00000101752.13,PAS17052_AATAAA_0.25,1.32E-08,5.96E-09,MIB1_ENSG00000101752.13,37.81904873,1,7.76E-10,8.15E-08,MIB1_ENSG00000101752.13,0.526711427,0.526711427,0.526711427,0.212479984,0.212479984,0.212479984,-0.314231444,chr18,21870168,21870169,48,+,ENSG00000101752.13,MIB1,UTR3
KPNB1_ENSG00000108424.11,PAS16110_AATAAA_0.45,2.86E-07,1.33E-08,KPNB1_ENSG00000108424.11,37.60057556,1,8.68E-10,9.01E-08,KPNB1_ENSG00000108424.11,0.672581641,0.672581641,0.672581641,0.809499899,0.809499899,0.809499899,0.136918258,chr17,47683547,47683548,16,+,ENSG00000108424.11,KPNB1,UTR3
RAN_ENSG00000132341.12,PAS12506_AATAAA_0.35,5.63E-07,1.84E-08,RAN_ENSG00000132341.12,36.97605508,1,1.20E-09,1.23E-07,RAN_ENSG00000132341.12,0.870675686,0.870675686,0.870675686,0.939899983,0.939899983,0.939899983,0.069224297,chr12,130876278,130876279,463,+,ENSG00000132341.12,RAN,UTR3
GFPT1_ENSG00000198380.13,PAS2952_ATTAAA_0.25,2.15E-23,2.18E-08,GFPT1_ENSG00000198380.13,36.64311384,1,1.42E-09,1.44E-07,GFPT1_ENSG00000198380.13,0.242242488,0.242242488,0.242242488,0.388256801,0.388256801,0.388256801,0.146014313,chr2,69325274,69325275,35,-,ENSG00000198380.13,GFPT1,UTR3
RBMX_ENSG00000147274.14,PAS20120_AATAAA_0.15,7.06E-08,1.16E-08,RBMX_ENSG00000147274.14,36.52223216,1,1.51E-09,1.51E-07,RBMX_ENSG00000147274.14,0.39528946,0.39528946,0.39528946,0.261459849,0.261459849,0.261459849,-0.13382961,chrX,136869192,136869193,420,-,ENSG00000147274.14,RBMX,UTR3
RAN_ENSG00000132341.12,PAS12509_APA_0.25,5.63E-07,3.80E-08,RAN_ENSG00000132341.12,35.56187468,1,2.47E-09,2.44E-07,RAN_ENSG00000132341.12,0.097636345,0.097636345,0.097636345,0.039540814,0.039540814,0.039540814,-0.058095531,chr12,130877676,130877677,173,+,ENSG00000132341.12,RAN,UTR3
SLC35D2_ENSG00000130958.13,PAS9574_AATAAA_0.15,1.81E-07,0,SLC35D2_ENSG00000130958.13,35.26100655,1,2.88E-09,2.78E-07,SLC35D2_ENSG00000130958.13,0.077235208,0.077235208,0.077235208,0.297904485,0.297904485,0.297904485,0.220669277,chr9,96313444,96313445,33,-,ENSG00000130958.13,SLC35D2,UTR3
SLC35D2_ENSG00000130958.13,PAS9575_AATAAA_0.2,1.81E-07,0,SLC35D2_ENSG00000130958.13,35.26100655,1,2.88E-09,2.78E-07,SLC35D2_ENSG00000130958.13,0.922764792,0.922764792,0.922764792,0.702095515,0.702095515,0.702095515,-0.220669277,chr9,96320710,96320711,73,-,ENSG00000130958.13,SLC35D2,UTR3
TIMP2_ENSG00000035862.13,PAS16922_AATAAA_0.1,2.47E-09,3.48E-08,TIMP2_ENSG00000035862.13,34.38323328,1,4.53E-09,4.32E-07,TIMP2_ENSG00000035862.13,0.660342659,0.660342659,0.660342659,0.490456898,0.490456898,0.490456898,-0.169885761,chr17,78852978,78852979,338,-,ENSG00000035862.13,TIMP2,UTR3
CD44_ENSG00000026508.21,PAS10977_AATAAA_0.1,1.91E-20,8.42E-08,CD44_ENSG00000026508.21,34.01180277,1,5.48E-09,5.17E-07,CD44_ENSG00000026508.21,0.213662929,0.213662929,0.213662929,0.136590499,0.136590499,0.136590499,-0.077072431,chr11,35230025,35230026,489,+,ENSG00000026508.21,CD44,UTR3
AVL9_ENSG00000105778.20,PAS7467_AATAAA_0.2,1.78E-08,5.35E-08,AVL9_ENSG00000105778.20,33.54373882,1,6.97E-09,6.50E-07,AVL9_ENSG00000105778.20,0.470081852,0.470081852,0.470081852,0.214193499,0.214193499,0.214193499,-0.255888354,chr7,32588708,32588709,64,+,ENSG00000105778.20,AVL9,UTR3
NQO1_ENSG00000181019.13,PAS15652_AATAAA_0.15,3.41E-06,5.99E-08,NQO1_ENSG00000181019.13,33.32592482,1,7.79E-09,7.19E-07,NQO1_ENSG00000181019.13,0.791094025,0.791094025,0.791094025,0.863244681,0.863244681,0.863244681,0.072150657,chr16,69710841,69710842,2325,-,ENSG00000181019.13,NQO1,UTR3
ANKRD11_ENSG00000167522.17,PAS15740_AATAAA_0.1,1.78E-09,6.45E-08,ANKRD11_ENSG00000167522.17,33.18184518,1,8.39E-09,7.65E-07,ANKRD11_ENSG00000167522.17,0.100341901,0.100341901,0.100341901,0.026974956,0.026974956,0.026974956,-0.073366945,chr16,89267626,89267627,46,-,ENSG00000167522.17,ANKRD11,UTR3
KPNB1_ENSG00000108424.11,PAS16112_AATAAA_0.3,2.86E-07,1.37E-07,KPNB1_ENSG00000108424.11,33.06876048,1,8.90E-09,8.02E-07,KPNB1_ENSG00000108424.11,0.26167658,0.26167658,0.26167658,0.144509028,0.144509028,0.144509028,-0.117167551,chr17,47684663,47684664,144,+,ENSG00000108424.11,KPNB1,UTR3
SAR1A_ENSG00000079332.15,PAS10548_AATAAA_0.25,6.80E-07,0,SAR1A_ENSG00000079332.15,32.51613815,1,1.18E-08,1.04E-06,SAR1A_ENSG00000079332.15,0.55844737,0.55844737,0.55844737,0.330419986,0.330419986,0.330419986,-0.228027384,chr10,70150206,70150207,417,-,ENSG00000079332.15,SAR1A,UTR3
SAR1A_ENSG00000079332.15,PAS10549_AATAAA_0.25,6.80E-07,0,SAR1A_ENSG00000079332.15,32.51613815,1,1.18E-08,1.04E-06,SAR1A_ENSG00000079332.15,0.44155263,0.44155263,0.44155263,0.669580014,0.669580014,0.669580014,0.228027384,chr10,70152436,70152437,214,-,ENSG00000079332.15,SAR1A,UTR3
NOL4L_ENSG00000197183.15,PAS18854_None_0.15,1.16E-05,2.00E-07,NOL4L_ENSG00000197183.15,32.33181075,1,1.30E-08,1.14E-06,NOL4L_ENSG00000197183.15,0.356088047,0.356088047,0.356088047,0.539377913,0.539377913,0.539377913,0.183289866,chr20,32447129,32447130,64,-,ENSG00000197183.15,NOL4L,UTR3
MIB1_ENSG00000101752.13,PAS17051_ATTAAA_0.2,1.32E-08,1.14E-07,MIB1_ENSG00000101752.13,32.07788901,1,1.48E-08,1.28E-06,MIB1_ENSG00000101752.13,0.211323181,0.211323181,0.211323181,0.496746845,0.496746845,0.496746845,0.285423664,chr18,21868816,21868817,59,+,ENSG00000101752.13,MIB1,UTR3
SERBP1_ENSG00000142864.15,PAS1391_ATTAAA_0.4,9.18E-06,8.73E-07,SERBP1_ENSG00000142864.15,31.89919003,1,1.62E-08,1.39E-06,SERBP1_ENSG00000142864.15,0.697941694,0.697941694,0.697941694,0.766680098,0.766680098,0.766680098,0.068738404,chr1,67413090,67413091,159,-,ENSG00000142864.15,SERBP1,UTR3
PPP2R2D_ENSG00000175470.20,PAS10299_AATAAA_0.15,8.13E-06,4.73E-07,PPP2R2D_ENSG00000175470.20,31.44593069,1,2.05E-08,1.74E-06,PPP2R2D_ENSG00000175470.20,0.119266793,0.119266793,0.119266793,0.277269928,0.277269928,0.277269928,0.158003135,chr10,131959832,131959833,24,+,ENSG00000175470.20,PPP2R2D,UTR3
FGF2_ENSG00000138685.18,PAS4900_AATAAA_0.05,1.75E-07,3.34E-07,FGF2_ENSG00000138685.18,31.33018596,1,2.18E-08,1.82E-06,FGF2_ENSG00000138685.18,0.327440831,0.327440831,0.327440831,0.156716643,0.156716643,0.156716643,-0.170724188,chr4,122898223,122898224,95,+,ENSG00000138685.18,FGF2,UTR3
SFPQ_ENSG00000116560.12,PAS1237_AATAAA_0.3,9.36E-06,4.05E-07,SFPQ_ENSG00000116560.12,30.96099174,1,2.63E-08,2.18E-06,SFPQ_ENSG00000116560.12,0.220394814,0.220394814,0.220394814,0.121754264,0.121754264,0.121754264,-0.09864055,chr1,35184121,35184122,194,-,ENSG00000116560.12,SFPQ,UTR3
MOB1A_ENSG00000114978.18,PAS2988_AATAAA_0.35,3.10E-09,7.46E-07,MOB1A_ENSG00000114978.18,30.56038637,1,3.24E-08,2.63E-06,MOB1A_ENSG00000114978.18,0.213614154,0.213614154,0.213614154,0.383779134,0.383779134,0.383779134,0.170164979,chr2,74156084,74156085,156,-,ENSG00000114978.18,MOB1A,UTR3
FGF2_ENSG00000138685.18,PAS4897_AATAAA_0.3,1.75E-07,4.97E-07,FGF2_ENSG00000138685.18,30.56181372,1,3.23E-08,2.63E-06,FGF2_ENSG00000138685.18,0.362533811,0.362533811,0.362533811,0.55924043,0.55924043,0.55924043,0.196706619,chr4,122892491,122892492,158,+,ENSG00000138685.18,FGF2,UTR3
PEBP1_ENSG00000089220.5,PAS12391_None_0.1,2.30E-06,0,PEBP1_ENSG00000089220.5,29.96583893,1,4.40E-08,3.51E-06,PEBP1_ENSG00000089220.5,0.434200049,0.434200049,0.434200049,0.529243685,0.529243685,0.529243685,0.095043636,chr12,118145188,118145189,172,+,ENSG00000089220.5,PEBP1,UTR3
PEBP1_ENSG00000089220.5,PAS12392_AATAAA_0.25,2.30E-06,0,PEBP1_ENSG00000089220.5,29.96583893,1,4.40E-08,3.51E-06,PEBP1_ENSG00000089220.5,0.565799951,0.565799951,0.565799951,0.470756315,0.470756315,0.470756315,-0.095043636,chr12,118145580,118145581,7132,+,ENSG00000089220.5,PEBP1,UTR3
CEBPG_ENSG00000153879.9,PAS17568_AATAAA_0.3,2.45E-06,0,CEBPG_ENSG00000153879.9,29.81332073,1,4.76E-08,3.72E-06,CEBPG_ENSG00000153879.9,0.562418244,0.562418244,0.562418244,0.751002127,0.751002127,0.751002127,0.188583883,chr19,33379989,33379990,391,+,ENSG00000153879.9,CEBPG,UTR3
CEBPG_ENSG00000153879.9,PAS17569_AATAAA_0.2,2.45E-06,0,CEBPG_ENSG00000153879.9,29.81332073,1,4.76E-08,3.72E-06,CEBPG_ENSG00000153879.9,0.437581756,0.437581756,0.437581756,0.248997873,0.248997873,0.248997873,-0.188583883,chr19,33382680,33382681,70,+,ENSG00000153879.9,CEBPG,UTR3
NQO1_ENSG00000181019.13,PAS15650_AATAAA_0.3,3.41E-06,4.08E-07,NQO1_ENSG00000181019.13,29.59896381,1,5.31E-08,4.12E-06,NQO1_ENSG00000181019.13,0.196764245,0.196764245,0.196764245,0.129659831,0.129659831,0.129659831,-0.067104414,chr16,69709401,69709402,280,-,ENSG00000181019.13,NQO1,UTR3
CDCP1_ENSG00000163814.8,PAS4115_None_0.1,3.96E-13,1.25E-06,CDCP1_ENSG00000163814.8,29.55714784,1,5.43E-08,4.17E-06,CDCP1_ENSG00000163814.8,0.162827551,0.162827551,0.162827551,0.272040799,0.272040799,0.272040799,0.109213248,chr3,45085108,45085109,111,-,ENSG00000163814.8,CDCP1,UTR3
BFAR_ENSG00000103429.11,PAS15075_AATAAA_0.4,2.97E-09,4.40E-07,BFAR_ENSG00000103429.11,29.45457767,1,5.72E-08,4.36E-06,BFAR_ENSG00000103429.11,0.824379674,0.824379674,0.824379674,0.619927313,0.619927313,0.619927313,-0.204452361,chr16,14668888,14668889,25,+,ENSG00000103429.11,BFAR,UTR3
TMEM41B_ENSG00000166471.11,PAS11438_AATAAA_0.3,2.47E-09,4.56E-07,TMEM41B_ENSG00000166471.11,29.38597706,1,5.93E-08,4.47E-06,TMEM41B_ENSG00000166471.11,0.160599237,0.160599237,0.160599237,0.062624201,0.062624201,0.062624201,-0.097975036,chr11,9281163,9281164,37,-,ENSG00000166471.11,TMEM41B,UTR3
IER3IP1_ENSG00000134049.6,PAS17216_AATAAA_0.2,3.10E-06,0,IER3IP1_ENSG00000134049.6,29.32778648,1,6.11E-08,4.53E-06,IER3IP1_ENSG00000134049.6,0.557068235,0.557068235,0.557068235,0.356839848,0.356839848,0.356839848,-0.200228387,chr18,47155043,47155044,163,-,ENSG00000134049.6,IER3IP1,UTR3
IER3IP1_ENSG00000134049.6,PAS17217_AATAAA_0.15,3.10E-06,0,IER3IP1_ENSG00000134049.6,29.32778648,1,6.11E-08,4.53E-06,IER3IP1_ENSG00000134049.6,0.442931765,0.442931765,0.442931765,0.643160152,0.643160152,0.643160152,0.200228387,chr18,47156030,47156031,287,-,ENSG00000134049.6,IER3IP1,UTR3
BCCIP_ENSG00000107949.17,PAS10280_AATAAA_0.3,5.29E-05,1.02E-06,BCCIP_ENSG00000107949.17,29.15858811,1,6.67E-08,4.90E-06,BCCIP_ENSG00000107949.17,0.435823971,0.435823971,0.435823971,0.697042794,0.697042794,0.697042794,0.261218824,chr10,125836550,125836551,64,+,ENSG00000107949.17,BCCIP,UTR3
HNRNPA1_ENSG00000135486.19,PAS12127_AATAAA_0.05,1.96E-07,6.60E-07,HNRNPA1_ENSG00000135486.19,28.66970624,1,8.58E-08,6.25E-06,HNRNPA1_ENSG00000135486.19,0.126179128,0.126179128,0.126179128,0.186206166,0.186206166,0.186206166,0.060027038,chr12,54287085,54287086,571,+,ENSG00000135486.19,HNRNPA1,UTR3
RTN3_ENSG00000133318.14,PAS11064_AATAAA_0.45,7.10E-06,0,RTN3_ENSG00000133318.14,27.66591279,1,1.44E-07,1.03E-05,RTN3_ENSG00000133318.14,0.476817692,0.476817692,0.476817692,0.626986833,0.626986833,0.626986833,0.150169141,chr11,63759045,63759046,190,+,ENSG00000133318.14,RTN3,UTR3
RTN3_ENSG00000133318.14,PAS11065_AATAAA_0.35,7.10E-06,0,RTN3_ENSG00000133318.14,27.66591279,1,1.44E-07,1.03E-05,RTN3_ENSG00000133318.14,0.523182308,0.523182308,0.523182308,0.373013167,0.373013167,0.373013167,-0.150169141,chr11,63759884,63759885,219,+,ENSG00000133318.14,RTN3,UTR3
POLR1D_ENSG00000186184.20,PAS13221_AATAAA_0.15,2.21E-08,2.34E-06,POLR1D_ENSG00000186184.20,27.56323877,1,1.52E-07,1.08E-05,POLR1D_ENSG00000186184.20,0.209427029,0.209427029,0.209427029,0.105848499,0.105848499,0.105848499,-0.10357853,chr13,27667409,27667410,104,+,ENSG00000186184.20,POLR1D,UTR3
DBNL_ENSG00000136279.21,PAS7495_APA_0.2,8.63E-06,0,DBNL_ENSG00000136279.21,27.23252488,1,1.80E-07,1.26E-05,DBNL_ENSG00000136279.21,0.847933592,0.847933592,0.847933592,0.615453004,0.615453004,0.615453004,-0.232480588,chr7,44061713,44061714,66,+,ENSG00000136279.21,DBNL,UTR3
DBNL_ENSG00000136279.21,PAS7496_APA_0.25,8.63E-06,0,DBNL_ENSG00000136279.21,27.23252488,1,1.80E-07,1.26E-05,DBNL_ENSG00000136279.21,0.152066408,0.152066408,0.152066408,0.384546996,0.384546996,0.384546996,0.232480588,chr7,44069251,44069252,49,+,ENSG00000136279.21,DBNL,UTR3
FBLN1_ENSG00000077942.19,PAS19392_AATAAA_0.05,9.48E-06,0,FBLN1_ENSG00000077942.19,26.93741742,1,2.10E-07,1.44E-05,FBLN1_ENSG00000077942.19,0.530035155,0.530035155,0.530035155,0.242713224,0.242713224,0.242713224,-0.287321931,chr22,45563360,45563361,78,+,ENSG00000077942.19,FBLN1,UTR3
FBLN1_ENSG00000077942.19,PAS19393_AATAAA_0.2,9.48E-06,0,FBLN1_ENSG00000077942.19,26.93741742,1,2.10E-07,1.44E-05,FBLN1_ENSG00000077942.19,0.469964845,0.469964845,0.469964845,0.757286776,0.757286776,0.757286776,0.287321931,chr22,45601133,45601134,108,+,ENSG00000077942.19,FBLN1,UTR3
WIPI2_ENSG00000157954.15,PAS7366_AATAAA_0.25,1.19E-05,2.10E-06,WIPI2_ENSG00000157954.15,26.42840539,1,2.73E-07,1.86E-05,WIPI2_ENSG00000157954.15,0.052881598,0.052881598,0.052881598,0.017681729,0.017681729,0.017681729,-0.03519987,chr7,5233817,5233818,53,+,ENSG00000157954.15,WIPI2,UTR3
MOK_ENSG00000080823.23,PAS14204_AATAAA_0.25,4.68E-05,2.54E-06,MOK_ENSG00000080823.23,26.0631863,1,3.30E-07,2.23E-05,MOK_ENSG00000080823.23,0.142634842,0.142634842,0.142634842,0.062584461,0.062584461,0.062584461,-0.080050382,chr14,102224500,102224501,297,-,ENSG00000080823.23,MOK,UTR3
MAP4K4_ENSG00000071054.17,PAS2359_APA_0.25,3.82E-07,5.47E-06,MAP4K4_ENSG00000071054.17,25.91908819,1,3.56E-07,2.38E-05,MAP4K4_ENSG00000071054.17,0.654682741,0.654682741,0.654682741,0.53886486,0.53886486,0.53886486,-0.115817882,chr2,101892038,101892039,11,+,ENSG00000071054.17,MAP4K4,UTR3
SEC24A_ENSG00000113615.13,PAS5665_AATAAA_0.2,1.57E-05,0,SEC24A_ENSG00000113615.13,25.84628146,1,3.70E-07,2.44E-05,SEC24A_ENSG00000113615.13,0.238952643,0.238952643,0.238952643,0.546172976,0.546172976,0.546172976,0.307220333,chr5,134725423,134725424,27,+,ENSG00000113615.13,SEC24A,UTR3
SEC24A_ENSG00000113615.13,PAS5666_AATAAA_0.35,1.57E-05,0,SEC24A_ENSG00000113615.13,25.84628146,1,3.70E-07,2.44E-05,SEC24A_ENSG00000113615.13,0.761047357,0.761047357,0.761047357,0.453827024,0.453827024,0.453827024,-0.307220333,chr5,134727907,134727908,12,+,ENSG00000113615.13,SEC24A,UTR3
LRRFIP2_ENSG00000093167.18,PAS4083_ATTAAA_0.25,1.67E-05,0,LRRFIP2_ENSG00000093167.18,25.70295505,1,3.98E-07,2.58E-05,LRRFIP2_ENSG00000093167.18,0.604169957,0.604169957,0.604169957,0.326589526,0.326589526,0.326589526,-0.277580431,chr3,37053005,37053006,92,-,ENSG00000093167.18,LRRFIP2,UTR3
LRRFIP2_ENSG00000093167.18,PAS4084_ATTAAA_0.45,1.67E-05,0,LRRFIP2_ENSG00000093167.18,25.70295505,1,3.98E-07,2.58E-05,LRRFIP2_ENSG00000093167.18,0.395830043,0.395830043,0.395830043,0.673410474,0.673410474,0.673410474,0.277580431,chr3,37053720,37053721,61,-,ENSG00000093167.18,LRRFIP2,UTR3
CUX1_ENSG00000257923.12,PAS7615_APA_0.25,2.01E-05,0,CUX1_ENSG00000257923.12,25.31892211,1,4.86E-07,3.10E-05,CUX1_ENSG00000257923.12,0.20092791,0.20092791,0.20092791,0.554564313,0.554564313,0.554564313,0.353636403,chr7,102258228,102258229,15,+,ENSG00000257923.12,CUX1,UTR3
CUX1_ENSG00000257923.12,PAS7616_AATAAA_0.05,2.01E-05,0,CUX1_ENSG00000257923.12,25.31892211,1,4.86E-07,3.10E-05,CUX1_ENSG00000257923.12,0.79907209,0.79907209,0.79907209,0.445435687,0.445435687,0.445435687,-0.353636403,chr7,102283956,102283957,88,+,ENSG00000257923.12,CUX1,UTR3
ZMIZ2_ENSG00000122515.16,PAS7503_ATTAAA_0.05,2.18E-05,0,ZMIZ2_ENSG00000122515.16,25.14256496,1,5.32E-07,3.35E-05,ZMIZ2_ENSG00000122515.16,0.863248296,0.863248296,0.863248296,0.711116173,0.711116173,0.711116173,-0.152132123,chr7,44768693,44768694,286,+,ENSG00000122515.16,ZMIZ2,UTR3
ZMIZ2_ENSG00000122515.16,PAS7504_APA_0.35,2.18E-05,0,ZMIZ2_ENSG00000122515.16,25.14256496,1,5.32E-07,3.35E-05,ZMIZ2_ENSG00000122515.16,0.136751704,0.136751704,0.136751704,0.288883827,0.288883827,0.288883827,0.152132123,chr7,44769877,44769878,121,+,ENSG00000122515.16,ZMIZ2,UTR3
STAU2_ENSG00000040341.18,PAS8738_AATAAA_0.3,1.32E-08,1.75E-05,STAU2_ENSG00000040341.18,25.01418849,1,5.69E-07,3.55E-05,STAU2_ENSG00000040341.18,0.126537653,0.126537653,0.126537653,0.045538139,0.045538139,0.045538139,-0.080999514,chr8,73526838,73526839,59,-,ENSG00000040341.18,STAU2,UTR3
CKAP2_ENSG00000136108.15,PAS13287_ATTAAA_0.3,6.54E-05,8.87E-06,CKAP2_ENSG00000136108.15,24.98614193,1,5.77E-07,3.58E-05,CKAP2_ENSG00000136108.15,0.354744696,0.354744696,0.354744696,0.11737347,0.11737347,0.11737347,-0.237371226,chr13,52476348,52476349,17,+,ENSG00000136108.15,CKAP2,UTR3
CARD8_ENSG00000105483.18,PAS18339_AATAAA_0.45,2.25E-14,2.37E-05,CARD8_ENSG00000105483.18,24.85456755,1,6.18E-07,3.80E-05,CARD8_ENSG00000105483.18,0.180559202,0.180559202,0.180559202,0.087768229,0.087768229,0.087768229,-0.092790972,chr19,48208098,48208099,18,-,ENSG00000105483.18,CARD8,UTR3
CEP89_ENSG00000121289.18,PAS18179_AATAAA_0.15,8.29E-05,5.90E-06,CEP89_ENSG00000121289.18,24.43670862,1,7.68E-07,4.69E-05,CEP89_ENSG00000121289.18,0.293865973,0.293865973,0.293865973,0.69582475,0.69582475,0.69582475,0.401958777,chr19,32968909,32968910,56,-,ENSG00000121289.18,CEP89,UTR3
LPP_ENSG00000145012.14,PAS3937_APA_0.15,3.30E-05,0,LPP_ENSG00000145012.14,24.29627156,1,8.26E-07,4.97E-05,LPP_ENSG00000145012.14,0.390168647,0.390168647,0.390168647,0.636590554,0.636590554,0.636590554,0.246421908,chr3,188874560,188874561,37,+,ENSG00000145012.14,LPP,UTR3
LPP_ENSG00000145012.14,PAS3938_AATAAA_0.2,3.30E-05,0,LPP_ENSG00000145012.14,24.29627156,1,8.26E-07,4.97E-05,LPP_ENSG00000145012.14,0.609831353,0.609831353,0.609831353,0.363409446,0.363409446,0.363409446,-0.246421908,chr3,188890669,188890670,148,+,ENSG00000145012.14,LPP,UTR3
STK32C_ENSG00000165752.17,PAS10805_APA_0.1,3.44E-05,0,STK32C_ENSG00000165752.17,24.16888309,1,8.82E-07,5.16E-05,STK32C_ENSG00000165752.17,0.749250407,0.749250407,0.749250407,0.577311446,0.577311446,0.577311446,-0.171938962,chr10,132207491,132207492,484,-,ENSG00000165752.17,STK32C,UTR3
STK32C_ENSG00000165752.17,PAS10806_AATAAA_0.15,3.44E-05,0,STK32C_ENSG00000165752.17,24.16888309,1,8.82E-07,5.16E-05,STK32C_ENSG00000165752.17,0.250749593,0.250749593,0.250749593,0.422688554,0.422688554,0.422688554,0.171938962,chr10,132330291,132330292,165,-,ENSG00000165752.17,STK32C,UTR3
NUDT21_ENSG00000167005.14,PAS15587_AATAAA_0.05,1.34E-08,1.34E-05,NUDT21_ENSG00000167005.14,24.18902405,1,8.73E-07,5.16E-05,NUDT21_ENSG00000167005.14,0.435791365,0.435791365,0.435791365,0.595402464,0.595402464,0.595402464,0.159611098,chr16,56432624,56432625,296,-,ENSG00000167005.14,NUDT21,UTR3
SQSTM1_ENSG00000161011.20,PAS5869_None_0.2,4.18E-55,2.66E-05,SQSTM1_ENSG00000161011.20,24.2040373,1,8.67E-07,5.16E-05,SQSTM1_ENSG00000161011.20,0.100961027,0.100961027,0.100961027,0.156585886,0.156585886,0.156585886,0.055624859,chr5,179821958,179821959,42,+,ENSG00000161011.20,SQSTM1,UTR3
KRT8_ENSG00000170421.13,PAS12768_AATAAA_0.1,1.84E-04,7.69E-06,KRT8_ENSG00000170421.13,23.92619614,1,1.00E-06,5.81E-05,KRT8_ENSG00000170421.13,0.949568583,0.949568583,0.949568583,0.904556196,0.904556196,0.904556196,-0.045012386,chr12,52897192,52897193,2058,-,ENSG00000170421.13,KRT8,UTR3
SMAP1_ENSG00000112305.15,PAS6658_ATTAAA_0.1,3.95E-05,8.04E-06,SMAP1_ENSG00000112305.15,23.841696,1,1.05E-06,6.03E-05,SMAP1_ENSG00000112305.15,0.227982901,0.227982901,0.227982901,0.374173257,0.374173257,0.374173257,0.146190355,chr6,70861165,70861166,83,+,ENSG00000112305.15,SMAP1,UTR3
EGFR_ENSG00000146648.21,PAS7518_AATAAA_0.15,6.12E-15,1.78E-05,EGFR_ENSG00000146648.21,23.64031024,1,1.16E-06,6.65E-05,EGFR_ENSG00000146648.21,0.200256431,0.200256431,0.200256431,0.296513367,0.296513367,0.296513367,0.096256936,chr7,55208078,55208079,167,+,ENSG00000146648.21,EGFR,UTR3
ZRANB2_ENSG00000132485.14,PAS1405_AATAAA_0.3,4.86E-05,0,ZRANB2_ENSG00000132485.14,23.39905282,1,1.32E-06,7.43E-05,ZRANB2_ENSG00000132485.14,0.777806052,0.777806052,0.777806052,0.617368933,0.617368933,0.617368933,-0.160437118,chr1,71063299,71063300,138,-,ENSG00000132485.14,ZRANB2,UTR3
ZRANB2_ENSG00000132485.14,PAS1406_ATTAAA_0.35,4.86E-05,0,ZRANB2_ENSG00000132485.14,23.39905282,1,1.32E-06,7.43E-05,ZRANB2_ENSG00000132485.14,0.222193948,0.222193948,0.222193948,0.382631067,0.382631067,0.382631067,0.160437118,chr1,71065043,71065044,29,-,ENSG00000132485.14,ZRANB2,UTR3
SERP1_ENSG00000120742.11,PAS4470_AATAAA_0.3,2.55E-04,1.02E-05,SERP1_ENSG00000120742.11,23.37450732,1,1.33E-06,7.48E-05,SERP1_ENSG00000120742.11,0.643874864,0.643874864,0.643874864,0.779580576,0.779580576,0.779580576,0.135705712,chr3,150544218,150544219,289,-,ENSG00000120742.11,SERP1,UTR3
OGA_ENSG00000198408.14,PAS10701_None_0.25,1.28E-04,2.15E-05,OGA_ENSG00000198408.14,23.2807067,1,1.40E-06,7.80E-05,OGA_ENSG00000198408.14,0.346267249,0.346267249,0.346267249,0.443508136,0.443508136,0.443508136,0.097240888,chr10,101797028,101797029,11,-,ENSG00000198408.14,OGA,UTR3
OGT_ENSG00000147162.15,PAS19753_AATAAA_0.25,2.51E-04,2.40E-05,OGT_ENSG00000147162.15,23.06924968,1,1.56E-06,8.48E-05,OGT_ENSG00000147162.15,0.172631886,0.172631886,0.172631886,0.267814383,0.267814383,0.267814383,0.095182496,chrX,71573821,71573822,151,+,ENSG00000147162.15,OGT,UTR3
GFPT1_ENSG00000198380.13,PAS2950_AATAAA_0.4,2.15E-23,1.20E-05,GFPT1_ENSG00000198380.13,23.06907385,1,1.56E-06,8.48E-05,GFPT1_ENSG00000198380.13,0.278443764,0.278443764,0.278443764,0.172348246,0.172348246,0.172348246,-0.106095519,chr2,69319781,69319782,140,-,ENSG00000198380.13,GFPT1,UTR3
