gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,ctrl_DMSO_1,ctrl_DMSO_2,ctrl_DMSO_3,ctrl_SDMAi_ADMAi_1,ctrl_SDMAi_ADMAi_2,ctrl_SDMAi_ADMAi_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
RNFT2_ENSG00000135119.15,PAS12381_AATAAA_0.3,7.95E-12,0,RNFT2_ENSG00000135119.15,55.16503729,1,1.11E-13,1.21E-11,RNFT2_ENSG00000135119.15,0.695160953,0.695160953,0.695160953,0.333345693,0.333345693,0.333345693,-0.36181526,chr12,116852941,116852942,140,+,ENSG00000135119.15,RNFT2,UTR3
RNFT2_ENSG00000135119.15,PAS12382_AATAAA_0.1,7.95E-12,0,RNFT2_ENSG00000135119.15,55.16503729,1,1.11E-13,1.21E-11,RNFT2_ENSG00000135119.15,0.304839047,0.304839047,0.304839047,0.666654307,0.666654307,0.666654307,0.36181526,chr12,116853628,116853629,161,+,ENSG00000135119.15,RNFT2,UTR3
PRPF38A_ENSG00000134748.13,PAS336_ATTAAA_0.15,2.13E-13,5.44E-13,PRPF38A_ENSG00000134748.13,55.05047928,1,1.17E-13,1.27E-11,PRPF38A_ENSG00000134748.13,0.737186088,0.737186088,0.737186088,0.439826255,0.439826255,0.439826255,-0.297359833,chr1,52417019,52417020,747,+,ENSG00000134748.13,PRPF38A,UTR3
NPM1_ENSG00000181163.14,PAS5819_AATAAA_0.4,8.17E-11,1.07E-12,NPM1_ENSG00000181163.14,53.72934072,1,2.30E-13,2.43E-11,NPM1_ENSG00000181163.14,0.178577244,0.178577244,0.178577244,0.263220687,0.263220687,0.263220687,0.084643443,chr5,171406724,171406725,1796,+,ENSG00000181163.14,NPM1,UTR3
KDELR2_ENSG00000136240.10,PAS7796_AATAAA_0.25,4.41E-11,1.07E-12,KDELR2_ENSG00000136240.10,53.72047274,1,2.31E-13,2.43E-11,KDELR2_ENSG00000136240.10,0.510740629,0.510740629,0.510740629,0.675622378,0.675622378,0.675622378,0.164881749,chr7,6461090,6461091,472,-,ENSG00000136240.10,KDELR2,UTR3
VPS13A_ENSG00000197969.14,PAS9133_AATAAA_0.15,2.71E-10,2.97E-12,VPS13A_ENSG00000197969.14,53.08073813,1,3.20E-13,3.33E-11,VPS13A_ENSG00000197969.14,0.041475646,0.041475646,0.041475646,0.323740905,0.323740905,0.323740905,0.282265259,chr9,77339177,77339178,15,+,ENSG00000197969.14,VPS13A,UTR3
EEF1A1_ENSG00000156508.19,PAS7101_AATAAA_0.3,7.02E-10,3.86E-12,EEF1A1_ENSG00000156508.19,52.56376597,1,4.17E-13,4.27E-11,EEF1A1_ENSG00000156508.19,0.087679029,0.087679029,0.087679029,0.179712538,0.179712538,0.179712538,0.092033509,chr6,73515751,73515752,534,-,ENSG00000156508.19,EEF1A1,UTR3
ANKRD10_ENSG00000088448.14,PAS13519_ATTAAA_0.1,3.53E-18,2.37E-12,ANKRD10_ENSG00000088448.14,52.16329498,1,5.11E-13,5.18E-11,ANKRD10_ENSG00000088448.14,0.48776195,0.48776195,0.48776195,0.211358125,0.211358125,0.211358125,-0.276403825,chr13,110892697,110892698,109,-,ENSG00000088448.14,ANKRD10,UTR3
ENSA_ENSG00000143420.19,PAS1595_AATAAA_0.35,3.48E-11,0,ENSA_ENSG00000143420.19,52.10599713,1,5.26E-13,5.21E-11,ENSA_ENSG00000143420.19,0.96512565,0.96512565,0.96512565,0.820476047,0.820476047,0.820476047,-0.144649604,chr1,150622127,150622128,333,-,ENSG00000143420.19,ENSA,UTR3
ENSA_ENSG00000143420.19,PAS1596_AATAAA_0.25,3.48E-11,0,ENSA_ENSG00000143420.19,52.10599713,1,5.26E-13,5.21E-11,ENSA_ENSG00000143420.19,0.03487435,0.03487435,0.03487435,0.179523953,0.179523953,0.179523953,0.144649604,chr1,150627047,150627048,21,-,ENSG00000143420.19,ENSA,UTR3
NUFIP2_ENSG00000108256.9,PAS16546_AATAAA_0.1,8.14E-10,1.06E-11,NUFIP2_ENSG00000108256.9,51.94066328,1,5.72E-13,5.60E-11,NUFIP2_ENSG00000108256.9,0.296789745,0.296789745,0.296789745,0.545993009,0.545993009,0.545993009,0.249203264,chr17,29255840,29255841,103,-,ENSG00000108256.9,NUFIP2,UTR3
NPM1_ENSG00000181163.14,PAS5820_AATAAA_0.2,8.17E-11,2.70E-12,NPM1_ENSG00000181163.14,51.90142174,1,5.84E-13,5.64E-11,NPM1_ENSG00000181163.14,0.798684451,0.798684451,0.798684451,0.712789727,0.712789727,0.712789727,-0.085894724,chr5,171410882,171410883,5891,+,ENSG00000181163.14,NPM1,UTR3
RPS24_ENSG00000138326.21,PAS10071_AATAAA_0.2,4.57E-18,3.81E-12,RPS24_ENSG00000138326.21,51.22736158,1,8.23E-13,7.87E-11,RPS24_ENSG00000138326.21,2.79E-04,2.79E-04,2.79E-04,0.00367876,0.00367876,0.00367876,0.00340011,chr10,78056805,78056806,10,+,ENSG00000138326.21,RPS24,UTR3
AGPAT3_ENSG00000160216.21,PAS19093_AATAAA_0.2,1.89E-11,1.28E-11,AGPAT3_ENSG00000160216.21,51.00272604,1,9.22E-13,8.53E-11,AGPAT3_ENSG00000160216.21,0.237705241,0.237705241,0.237705241,0.486587328,0.486587328,0.486587328,0.248882087,chr21,43984670,43984671,123,+,ENSG00000160216.21,AGPAT3,UTR3
PRDX6_ENSG00000117592.9,PAS721_ATTAAA_0.3,5.76E-11,0,PRDX6_ENSG00000117592.9,51.00768494,1,9.20E-13,8.53E-11,PRDX6_ENSG00000117592.9,0.738330276,0.738330276,0.738330276,0.598258689,0.598258689,0.598258689,-0.140071586,chr1,173488010,173488011,2354,+,ENSG00000117592.9,PRDX6,UTR3
PRDX6_ENSG00000117592.9,PAS722_AATAAA_0.2,5.76E-11,0,PRDX6_ENSG00000117592.9,51.00768494,1,9.20E-13,8.53E-11,PRDX6_ENSG00000117592.9,0.261669724,0.261669724,0.261669724,0.401741311,0.401741311,0.401741311,0.140071586,chr1,173488805,173488806,500,+,ENSG00000117592.9,PRDX6,UTR3
ATL3_ENSG00000184743.13,PAS11603_AATAAA_0.1,6.86E-11,0,ATL3_ENSG00000184743.13,50.63035567,1,1.12E-12,9.98E-11,ATL3_ENSG00000184743.13,0.746595434,0.746595434,0.746595434,0.927573664,0.927573664,0.927573664,0.18097823,chr11,63624087,63624088,309,-,ENSG00000184743.13,ATL3,UTR3
ATL3_ENSG00000184743.13,PAS11604_ATTAAA_0.15,6.86E-11,0,ATL3_ENSG00000184743.13,50.63035567,1,1.12E-12,9.98E-11,ATL3_ENSG00000184743.13,0.253404566,0.253404566,0.253404566,0.072426336,0.072426336,0.072426336,-0.18097823,chr11,63629123,63629124,76,-,ENSG00000184743.13,ATL3,UTR3
EIF1_ENSG00000173812.11,PAS16028_AATAAA_0.35,3.01E-13,5.11E-12,EIF1_ENSG00000173812.11,50.65401335,1,1.10E-12,9.98E-11,EIF1_ENSG00000173812.11,0.212125879,0.212125879,0.212125879,0.273992708,0.273992708,0.273992708,0.061866829,chr17,41691640,41691641,1181,+,ENSG00000173812.11,EIF1,UTR3
ELP2_ENSG00000134759.14,PAS17077_AATAAA_0.35,9.84E-11,0,ELP2_ENSG00000134759.14,49.8195209,1,1.69E-12,1.47E-10,ELP2_ENSG00000134759.14,0.965642427,0.965642427,0.965642427,0.798074887,0.798074887,0.798074887,-0.16756754,chr18,36174647,36174648,162,+,ENSG00000134759.14,ELP2,UTR3
ELP2_ENSG00000134759.14,PAS17078_AATAAA_0.25,9.84E-11,0,ELP2_ENSG00000134759.14,49.8195209,1,1.69E-12,1.47E-10,ELP2_ENSG00000134759.14,0.034357573,0.034357573,0.034357573,0.201925113,0.201925113,0.201925113,0.16756754,chr18,36177928,36177929,15,+,ENSG00000134759.14,ELP2,UTR3
MRPL35_ENSG00000132313.15,PAS2305_ATTAAA_0.3,6.17E-10,1.60E-11,MRPL35_ENSG00000132313.15,49.77392104,1,1.73E-12,1.47E-10,MRPL35_ENSG00000132313.15,0.489633731,0.489633731,0.489633731,0.231231395,0.231231395,0.231231395,-0.258402336,chr2,86210820,86210821,114,+,ENSG00000132313.15,MRPL35,UTR3
EEF1A1_ENSG00000156508.19,PAS7103_ATTAAA_0.05,7.02E-10,1.58E-11,EEF1A1_ENSG00000156508.19,49.79703633,1,1.71E-12,1.47E-10,EEF1A1_ENSG00000156508.19,0.895136964,0.895136964,0.895136964,0.800893077,0.800893077,0.800893077,-0.094243887,chr6,73517514,73517515,690,-,ENSG00000156508.19,EEF1A1,UTR3
ENSG00000258728_ENSG00000258728.2,PAS9087_AATAAA_0.35,1.00E-10,0,ENSG00000258728_ENSG00000258728.2,49.75155973,1,1.74E-12,1.47E-10,ENSG00000258728_ENSG00000258728.2,0.45639445,0.45639445,0.45639445,0.211787964,0.211787964,0.211787964,-0.244606487,chr9,34650573,34650574,162,+,ENSG00000258728.2,ENSG00000258728,UTR3
ENSG00000258728_ENSG00000258728.2,PAS9088_AATAAA_0.45,1.00E-10,0,ENSG00000258728_ENSG00000258728.2,49.75155973,1,1.74E-12,1.47E-10,ENSG00000258728_ENSG00000258728.2,0.54360555,0.54360555,0.54360555,0.788212036,0.788212036,0.788212036,0.244606487,chr9,34661885,34661886,254,+,ENSG00000258728.2,ENSG00000258728,UTR3
PAFAH1B1_ENSG00000007168.14,PAS15768_AATAAA_0.25,8.91E-10,8.18E-12,PAFAH1B1_ENSG00000007168.14,49.72815041,1,1.77E-12,1.47E-10,PAFAH1B1_ENSG00000007168.14,0.765190062,0.765190062,0.765190062,0.514519071,0.514519071,0.514519071,-0.250670991,chr17,2681911,2681912,76,+,ENSG00000007168.14,PAFAH1B1,UTR3
PURB_ENSG00000146676.10,PAS7933_AATAAA_0.1,1.02E-10,0,PURB_ENSG00000146676.10,49.6462277,1,1.84E-12,1.50E-10,PURB_ENSG00000146676.10,0.726002868,0.726002868,0.726002868,0.978443177,0.978443177,0.978443177,0.252440309,chr7,44876294,44876295,55,-,ENSG00000146676.10,PURB,UTR3
PURB_ENSG00000146676.10,PAS7934_AATAAA_0.25,1.02E-10,0,PURB_ENSG00000146676.10,49.6462277,1,1.84E-12,1.50E-10,PURB_ENSG00000146676.10,0.273997132,0.273997132,0.273997132,0.021556823,0.021556823,0.021556823,-0.252440309,chr7,44882939,44882940,28,-,ENSG00000146676.10,PURB,UTR3
EIF4E2_ENSG00000135930.15,PAS2680_AATAAA_0.1,3.63E-10,9.55E-12,EIF4E2_ENSG00000135930.15,49.42570764,1,2.06E-12,1.67E-10,EIF4E2_ENSG00000135930.15,0.815988572,0.815988572,0.815988572,0.6069161,0.6069161,0.6069161,-0.209072472,chr2,232569208,232569209,339,+,ENSG00000135930.15,EIF4E2,UTR3
TUBGCP3_ENSG00000126216.15,PAS13524_AATAAA_0.4,9.14E-10,1.41E-11,TUBGCP3_ENSG00000126216.15,48.6643685,1,3.04E-12,2.43E-10,TUBGCP3_ENSG00000126216.15,0.115695763,0.115695763,0.115695763,0.515442763,0.515442763,0.515442763,0.399747001,chr13,112546483,112546484,30,-,ENSG00000126216.15,TUBGCP3,UTR3
ATF6_ENSG00000118217.7,PAS680_APA_0.35,1.79E-10,0,ATF6_ENSG00000118217.7,48.48473866,1,3.33E-12,2.62E-10,ATF6_ENSG00000118217.7,0.569311558,0.569311558,0.569311558,0.257337036,0.257337036,0.257337036,-0.311974522,chr1,161959024,161959025,18,+,ENSG00000118217.7,ATF6,UTR3
ATF6_ENSG00000118217.7,PAS681_AATAAA_0.15,1.79E-10,0,ATF6_ENSG00000118217.7,48.48473866,1,3.33E-12,2.62E-10,ATF6_ENSG00000118217.7,0.430688442,0.430688442,0.430688442,0.742662964,0.742662964,0.742662964,0.311974522,chr1,161964068,161964069,56,+,ENSG00000118217.7,ATF6,UTR3
CSNK1E_ENSG00000213923.13,PAS19533_AATAAA_0,2.44E-09,3.22E-11,CSNK1E_ENSG00000213923.13,48.40366491,1,3.47E-12,2.70E-10,CSNK1E_ENSG00000213923.13,0.039685198,0.039685198,0.039685198,0.160554465,0.160554465,0.160554465,0.120869267,chr22,38296205,38296206,406,-,ENSG00000213923.13,CSNK1E,UTR3
RAN_ENSG00000132341.12,PAS12506_AATAAA_0.35,4.53E-09,3.63E-11,RAN_ENSG00000132341.12,48.16765836,1,3.91E-12,3.02E-10,RAN_ENSG00000132341.12,0.870814647,0.870814647,0.870814647,0.793480527,0.793480527,0.793480527,-0.077334121,chr12,130876278,130876279,463,+,ENSG00000132341.12,RAN,UTR3
HEG1_ENSG00000173706.15,PAS4363_AATAAA_0.1,2.13E-10,0,HEG1_ENSG00000173706.15,48.11475703,1,4.02E-12,3.05E-10,HEG1_ENSG00000173706.15,0.720666839,0.720666839,0.720666839,0.374535617,0.374535617,0.374535617,-0.346131222,chr3,124965710,124965711,113,-,ENSG00000173706.15,HEG1,UTR3
HEG1_ENSG00000173706.15,PAS4364_APA_0.15,2.13E-10,0,HEG1_ENSG00000173706.15,48.11475703,1,4.02E-12,3.05E-10,HEG1_ENSG00000173706.15,0.279333161,0.279333161,0.279333161,0.625464383,0.625464383,0.625464383,0.346131222,chr3,124969038,124969039,85,-,ENSG00000173706.15,HEG1,UTR3
OGFRL1_ENSG00000119900.9,PAS6661_AATAAA_0.3,3.66E-11,6.91E-11,OGFRL1_ENSG00000119900.9,47.69748472,1,4.97E-12,3.74E-10,OGFRL1_ENSG00000119900.9,0.370577896,0.370577896,0.370577896,0.170302274,0.170302274,0.170302274,-0.200275622,chr6,71302267,71302268,209,+,ENSG00000119900.9,OGFRL1,UTR3
EPG5_ENSG00000152223.16,PAS17209_AATAAA_0.45,1.82E-09,3.36E-11,EPG5_ENSG00000152223.16,46.95794921,1,7.25E-12,5.40E-10,EPG5_ENSG00000152223.16,0.863785336,0.863785336,0.863785336,0.602098683,0.602098683,0.602098683,-0.261686653,chr18,45850631,45850632,17,-,ENSG00000152223.16,EPG5,UTR3
RPL14_ENSG00000188846.14,PAS3490_APA_0.35,3.15E-09,4.75E-11,RPL14_ENSG00000188846.14,46.2819692,1,1.02E-11,7.56E-10,RPL14_ENSG00000188846.14,0.005891391,0.005891391,0.005891391,0.029096069,0.029096069,0.029096069,0.023204678,chr3,40467153,40467154,81,+,ENSG00000188846.14,RPL14,UTR3
BRI3BP_ENSG00000184992.13,PAS12503_AATAAA_0.4,2.48E-10,5.43E-11,BRI3BP_ENSG00000184992.13,46.01867244,1,1.17E-11,8.57E-10,BRI3BP_ENSG00000184992.13,0.176290414,0.176290414,0.176290414,0.329837894,0.329837894,0.329837894,0.15354748,chr12,125025797,125025798,63,+,ENSG00000184992.13,BRI3BP,UTR3
GLS_ENSG00000115419.14,PAS2555_AATAAA_0.45,2.09E-14,1.22E-10,GLS_ENSG00000115419.14,45.79618338,1,1.31E-11,9.52E-10,GLS_ENSG00000115419.14,0.213437663,0.213437663,0.213437663,0.42332174,0.42332174,0.42332174,0.209884077,chr2,190965551,190965552,22,+,ENSG00000115419.14,GLS,UTR3
OGFRL1_ENSG00000119900.9,PAS6665_ATTAAA_0.35,3.66E-11,2.15E-10,OGFRL1_ENSG00000119900.9,45.47567627,1,1.55E-11,1.11E-09,OGFRL1_ENSG00000119900.9,0.287974648,0.287974648,0.287974648,0.506462901,0.506462901,0.506462901,0.218488253,chr6,71308943,71308944,98,+,ENSG00000119900.9,OGFRL1,UTR3
TFPI_ENSG00000003436.16,PAS3228_AATAAA_0.3,7.30E-12,7.77E-11,TFPI_ENSG00000003436.16,45.31579198,1,1.68E-11,1.20E-09,TFPI_ENSG00000003436.16,0.129365026,0.129365026,0.129365026,0.028904648,0.028904648,0.028904648,-0.100460378,chr2,187478580,187478581,47,-,ENSG00000003436.16,TFPI,UTR3
RPL31_ENSG00000071082.11,PAS2350_APA_0.35,2.32E-09,1.68E-10,RPL31_ENSG00000071082.11,45.1662514,1,1.81E-11,1.28E-09,RPL31_ENSG00000071082.11,0.522423891,0.522423891,0.522423891,0.588559233,0.588559233,0.588559233,0.066135342,chr2,101006107,101006108,13,+,ENSG00000071082.11,RPL31,UTR3
SAR1A_ENSG00000079332.15,PAS10548_AATAAA_0.25,1.94E-11,8.72E-11,SAR1A_ENSG00000079332.15,45.0897603,1,1.88E-11,1.32E-09,SAR1A_ENSG00000079332.15,0.551213066,0.551213066,0.551213066,0.768382059,0.768382059,0.768382059,0.217168993,chr10,70150206,70150207,417,-,ENSG00000079332.15,SAR1A,UTR3
RPL31_ENSG00000071082.11,PAS2351_AATAAA_0.05,2.32E-09,2.01E-10,RPL31_ENSG00000071082.11,44.81226383,1,2.17E-11,1.51E-09,RPL31_ENSG00000071082.11,0.47612861,0.47612861,0.47612861,0.410253473,0.410253473,0.410253473,-0.065875137,chr2,101006417,101006418,16120,+,ENSG00000071082.11,RPL31,UTR3
C6orf89_ENSG00000198663.17,PAS6548_APA_0.25,1.99E-13,1.01E-10,C6orf89_ENSG00000198663.17,44.79415409,1,2.19E-11,1.51E-09,C6orf89_ENSG00000198663.17,0.278684546,0.278684546,0.278684546,0.102565435,0.102565435,0.102565435,-0.17611911,chr6,36924554,36924555,36,+,ENSG00000198663.17,C6orf89,UTR3
OBSCN_ENSG00000154358.23,PAS946_AATAAA_0.1,2.07E-47,2.24E-10,OBSCN_ENSG00000154358.23,44.60353621,1,2.41E-11,1.65E-09,OBSCN_ENSG00000154358.23,0.389670146,0.389670146,0.389670146,0.078125734,0.078125734,0.078125734,-0.311544411,chr1,228378873,228378874,75,+,ENSG00000154358.23,OBSCN,UTR3
EPG5_ENSG00000152223.16,PAS17207_AATAAA_0.25,1.82E-09,1.27E-10,EPG5_ENSG00000152223.16,44.3594177,1,2.73E-11,1.85E-09,EPG5_ENSG00000152223.16,0.117058975,0.117058975,0.117058975,0.361483127,0.361483127,0.361483127,0.244424152,chr18,45847614,45847615,41,-,ENSG00000152223.16,EPG5,UTR3
ARHGAP11A_ENSG00000198826.11,PAS14260_AATAAA_0.3,2.29E-30,4.40E-10,ARHGAP11A_ENSG00000198826.11,44.07068228,1,3.17E-11,2.13E-09,ARHGAP11A_ENSG00000198826.11,0.144366684,0.144366684,0.144366684,0.030826527,0.030826527,0.030826527,-0.113540156,chr15,32637896,32637897,17,+,ENSG00000198826.11,ARHGAP11A,UTR3
CLIP4_ENSG00000115295.21,PAS2110_AATAAA_0.25,9.39E-10,5.30E-10,CLIP4_ENSG00000115295.21,43.70710383,1,3.81E-11,2.55E-09,CLIP4_ENSG00000115295.21,0.322117631,0.322117631,0.322117631,0.161932583,0.161932583,0.161932583,-0.160185048,chr2,29174711,29174712,118,+,ENSG00000115295.21,CLIP4,UTR3
KPNB1_ENSG00000108424.11,PAS16113_AATAAA_0.15,2.40E-27,4.67E-10,KPNB1_ENSG00000108424.11,43.16296462,1,5.04E-11,3.34E-09,KPNB1_ENSG00000108424.11,0.031836104,0.031836104,0.031836104,0.102001224,0.102001224,0.102001224,0.07016512,chr17,47685502,47685503,84,+,ENSG00000108424.11,KPNB1,UTR3
LIMCH1_ENSG00000064042.18,PAS4750_AATAAA_0.3,1.21E-08,2.76E-10,LIMCH1_ENSG00000064042.18,42.83682456,1,5.95E-11,3.87E-09,LIMCH1_ENSG00000064042.18,0.462676474,0.462676474,0.462676474,0.711220029,0.711220029,0.711220029,0.248543555,chr4,41700041,41700042,395,+,ENSG00000064042.18,LIMCH1,UTR3
AIMP1_ENSG00000164022.18,PAS4867_AATAAA_0.4,1.52E-08,2.74E-10,AIMP1_ENSG00000164022.18,42.85073274,1,5.91E-11,3.87E-09,AIMP1_ENSG00000164022.18,0.826760012,0.826760012,0.826760012,0.612953517,0.612953517,0.612953517,-0.213806495,chr4,106347760,106347761,197,+,ENSG00000164022.18,AIMP1,UTR3
FBN2_ENSG00000138829.14,PAS6128_ATTAAA_0.3,7.85E-24,5.55E-10,FBN2_ENSG00000138829.14,42.82555299,1,5.98E-11,3.87E-09,FBN2_ENSG00000138829.14,0.029469902,0.029469902,0.029469902,0.129817604,0.129817604,0.129817604,0.100347702,chr5,128328083,128328084,35,-,ENSG00000138829.14,FBN2,UTR3
AIFM2_ENSG00000042286.15,PAS10543_AATAAA_0.35,2.70E-09,0,AIFM2_ENSG00000042286.15,42.71082644,1,6.35E-11,3.99E-09,AIFM2_ENSG00000042286.15,0.333887294,0.333887294,0.333887294,0.672335358,0.672335358,0.672335358,0.338448064,chr10,70112273,70112274,66,-,ENSG00000042286.15,AIFM2,UTR3
AIFM2_ENSG00000042286.15,PAS10544_ATTAAA_0.2,2.70E-09,0,AIFM2_ENSG00000042286.15,42.71082644,1,6.35E-11,3.99E-09,AIFM2_ENSG00000042286.15,0.666112706,0.666112706,0.666112706,0.327664642,0.327664642,0.327664642,-0.338448064,chr10,70113986,70113987,82,-,ENSG00000042286.15,AIFM2,UTR3
RNASEH1_ENSG00000171865.10,PAS2745_AATAAA_0.1,2.70E-09,0,RNASEH1_ENSG00000171865.10,42.71870119,1,6.32E-11,3.99E-09,RNASEH1_ENSG00000171865.10,0.402216344,0.402216344,0.402216344,0.730689349,0.730689349,0.730689349,0.328473006,chr2,3541430,3541431,35,-,ENSG00000171865.10,RNASEH1,UTR3
RNASEH1_ENSG00000171865.10,PAS2746_AATAAA_0.3,2.70E-09,0,RNASEH1_ENSG00000171865.10,42.71870119,1,6.32E-11,3.99E-09,RNASEH1_ENSG00000171865.10,0.597783656,0.597783656,0.597783656,0.269310651,0.269310651,0.269310651,-0.328473006,chr2,3545577,3545578,112,-,ENSG00000171865.10,RNASEH1,UTR3
PCNX4_ENSG00000126773.13,PAS13681_ATTAAA_0.3,1.27E-12,3.28E-10,PCNX4_ENSG00000126773.13,42.49639901,1,7.08E-11,4.38E-09,PCNX4_ENSG00000126773.13,0.033936346,0.033936346,0.033936346,0.230758475,0.230758475,0.230758475,0.196822129,chr14,60126137,60126138,22,+,ENSG00000126773.13,PCNX4,UTR3
SRSF5_ENSG00000100650.16,PAS13729_ATTAAA_0.1,5.06E-08,6.54E-10,SRSF5_ENSG00000100650.16,42.50338695,1,7.06E-11,4.38E-09,SRSF5_ENSG00000100650.16,0.435810644,0.435810644,0.435810644,0.236905848,0.236905848,0.236905848,-0.198904796,chr14,69771669,69771670,1722,+,ENSG00000100650.16,SRSF5,UTR3
INF2_ENSG00000203485.14,PAS13867_AATAAA_0.25,3.13E-09,0,INF2_ENSG00000203485.14,42.37148888,1,7.55E-11,4.60E-09,INF2_ENSG00000203485.14,0.058711077,0.058711077,0.058711077,0.213670207,0.213670207,0.213670207,0.15495913,chr14,104715325,104715326,17,+,ENSG00000203485.14,INF2,UTR3
INF2_ENSG00000203485.14,PAS13868_AATAAA_0.1,3.13E-09,0,INF2_ENSG00000203485.14,42.37148888,1,7.55E-11,4.60E-09,INF2_ENSG00000203485.14,0.941288923,0.941288923,0.941288923,0.786329793,0.786329793,0.786329793,-0.15495913,chr14,104719602,104719603,264,+,ENSG00000203485.14,INF2,UTR3
DDX5_ENSG00000108654.16,PAS16822_AATAAA_0.4,2.05E-12,3.85E-10,DDX5_ENSG00000108654.16,42.1862493,1,8.30E-11,5.02E-09,DDX5_ENSG00000108654.16,0.928329409,0.928329409,0.928329409,0.854959308,0.854959308,0.854959308,-0.073370101,chr17,64499621,64499622,2140,-,ENSG00000108654.16,DDX5,UTR3
SPRING1_ENSG00000111412.6,PAS13038_AATAAA_0.4,9.24E-11,8.71E-10,SPRING1_ENSG00000111412.6,41.94367987,1,9.39E-11,5.65E-09,SPRING1_ENSG00000111412.6,0.010001706,0.010001706,0.010001706,0.086771602,0.086771602,0.086771602,0.076769896,chr12,116711098,116711099,28,-,ENSG00000111412.6,SPRING1,UTR3
ZPR1_ENSG00000109917.11,PAS11804_AATAAA_0.1,1.21E-08,1.19E-09,ZPR1_ENSG00000109917.11,41.34006589,1,1.28E-10,7.57E-09,ZPR1_ENSG00000109917.11,0.78563857,0.78563857,0.78563857,0.459482166,0.459482166,0.459482166,-0.326156405,chr11,116778560,116778561,133,-,ENSG00000109917.11,ZPR1,UTR3
FBN2_ENSG00000138829.14,PAS6129_APA_0.15,7.85E-24,1.19E-09,FBN2_ENSG00000138829.14,41.32699669,1,1.29E-10,7.57E-09,FBN2_ENSG00000138829.14,0.140674482,0.140674482,0.140674482,0.29727813,0.29727813,0.29727813,0.156603648,chr5,128328298,128328299,86,-,ENSG00000138829.14,FBN2,UTR3
TRIM27_ENSG00000204713.11,PAS6936_AATAAA_0.1,5.19E-09,0,TRIM27_ENSG00000204713.11,41.31555305,1,1.30E-10,7.57E-09,TRIM27_ENSG00000204713.11,0.390929612,0.390929612,0.390929612,0.686405723,0.686405723,0.686405723,0.295476111,chr6,28903002,28903003,75,-,ENSG00000204713.11,TRIM27,UTR3
TRIM27_ENSG00000204713.11,PAS6937_AATAAA_0.2,5.19E-09,0,TRIM27_ENSG00000204713.11,41.31555305,1,1.30E-10,7.57E-09,TRIM27_ENSG00000204713.11,0.609070388,0.609070388,0.609070388,0.313594277,0.313594277,0.313594277,-0.295476111,chr6,28903842,28903843,48,-,ENSG00000204713.11,TRIM27,UTR3
GNB1_ENSG00000078369.19,PAS1032_AATAAA_0.15,6.51E-09,0,GNB1_ENSG00000078369.19,40.84859587,1,1.64E-10,9.42E-09,GNB1_ENSG00000078369.19,0.556593172,0.556593172,0.556593172,0.729367373,0.729367373,0.729367373,0.172774201,chr1,1785290,1785291,305,-,ENSG00000078369.19,GNB1,UTR3
GNB1_ENSG00000078369.19,PAS1033_AATAAA_0.4,6.51E-09,0,GNB1_ENSG00000078369.19,40.84859587,1,1.64E-10,9.42E-09,GNB1_ENSG00000078369.19,0.443406828,0.443406828,0.443406828,0.270632627,0.270632627,0.270632627,-0.172774201,chr1,1786756,1786757,229,-,ENSG00000078369.19,GNB1,UTR3
PRPF38A_ENSG00000134748.13,PAS338_AATAAA_0.4,2.13E-13,7.56E-10,PRPF38A_ENSG00000134748.13,40.86449515,1,1.63E-10,9.42E-09,PRPF38A_ENSG00000134748.13,0.044595191,0.044595191,0.044595191,0.210860237,0.210860237,0.210860237,0.166265045,chr1,52420825,52420826,12,+,ENSG00000134748.13,PRPF38A,UTR3
PEDS1_ENSG00000240849.11,PAS18968_AATAAA_0.15,3.72E-08,8.80E-10,PEDS1_ENSG00000240849.11,40.56698901,1,1.90E-10,1.08E-08,PEDS1_ENSG00000240849.11,0.074788273,0.074788273,0.074788273,0.292633803,0.292633803,0.292633803,0.21784553,chr20,50118254,50118255,18,-,ENSG00000240849.11,PEDS1,UTR3
TMPO_ENSG00000120802.14,PAS12285_AATAAA_0.15,4.48E-08,9.46E-10,TMPO_ENSG00000120802.14,40.42577579,1,2.04E-10,1.15E-08,TMPO_ENSG00000120802.14,0.29799331,0.29799331,0.29799331,0.503617038,0.503617038,0.503617038,0.205623728,chr12,98535626,98535627,85,+,ENSG00000120802.14,TMPO,UTR3
USP7_ENSG00000187555.17,PAS15462_ATTAAA_0.35,3.44E-08,2.04E-09,USP7_ENSG00000187555.17,40.28013366,1,2.20E-10,1.23E-08,USP7_ENSG00000187555.17,0.201481195,0.201481195,0.201481195,0.373547485,0.373547485,0.373547485,0.17206629,chr16,8892099,8892100,169,-,ENSG00000187555.17,USP7,UTR3
CD44_ENSG00000026508.21,PAS10978_ATTAAA_0.3,2.75E-09,2.07E-09,CD44_ENSG00000026508.21,40.25301631,1,2.23E-10,1.24E-08,CD44_ENSG00000026508.21,0.209135043,0.209135043,0.209135043,0.329809449,0.329809449,0.329809449,0.120674406,chr11,35232400,35232401,189,+,ENSG00000026508.21,CD44,UTR3
