gene_id,feature_id,twostep_gene_padj,twostep_transcript_padj,gene_id.x,lr,df,pvalue,adj_pvalue,gene_id.y,DMSO_96hrs_1,DMSO_96hrs_2,DMSO_96hrs_3,ADMAi_96hrs_1,ADMAi_96hrs_2,ADMAi_96hrs_3,mean_diff,chr,start,end,V5,strand,V7,V8,V9
BAIAP2_ENSG00000175866.16,PAS21899_AATAAA_0.15,2.77E-19,0,BAIAP2_ENSG00000175866.16,89.79922143,1,2.64E-21,4.49E-19,BAIAP2_ENSG00000175866.16,0.869077774,0.869077774,0.869077774,0.509663525,0.509663525,0.509663525,-0.359414249,chr17,81116223,81116224,724,+,ENSG00000175866.16,BAIAP2,UTR3
ANKRD11_ENSG00000167522.17,PAS21171_AATAAA_0.3,9.54E-18,5.25E-20,ANKRD11_ENSG00000167522.17,87.62383064,1,7.92E-21,1.33E-18,ANKRD11_ENSG00000167522.17,0.295457189,0.295457189,0.295457189,0.068419007,0.068419007,0.068419007,-0.227038182,chr16,89267633,89267634,100,-,ENSG00000167522.17,ANKRD11,UTR3
KPNB1_ENSG00000108424.11,PAS21635_AATAAA_0.15,6.25E-77,1.10E-19,KPNB1_ENSG00000108424.11,86.96419248,1,1.11E-20,1.83E-18,KPNB1_ENSG00000108424.11,0.016207904,0.016207904,0.016207904,0.069423304,0.069423304,0.069423304,0.0532154,chr17,47685502,47685503,159,+,ENSG00000108424.11,KPNB1,UTR3
RNFT2_ENSG00000135119.15,PAS16807_AATAAA_0.3,1.31E-18,0,RNFT2_ENSG00000135119.15,86.65163979,1,1.29E-20,2.09E-18,RNFT2_ENSG00000135119.15,0.755782095,0.755782095,0.755782095,0.464476881,0.464476881,0.464476881,-0.291305214,chr12,116852941,116852942,441,+,ENSG00000135119.15,RNFT2,UTR3
RNFT2_ENSG00000135119.15,PAS16808_AATAAA_0.1,1.31E-18,0,RNFT2_ENSG00000135119.15,86.65163979,1,1.29E-20,2.09E-18,RNFT2_ENSG00000135119.15,0.244217905,0.244217905,0.244217905,0.535523119,0.535523119,0.535523119,0.291305214,chr12,116853628,116853629,459,+,ENSG00000135119.15,RNFT2,UTR3
OBSCN_ENSG00000154358.23,PAS1213_AATAAA_0.1,1.64E-32,6.37E-20,OBSCN_ENSG00000154358.23,85.87111277,1,1.92E-20,3.07E-18,OBSCN_ENSG00000154358.23,0.652996546,0.652996546,0.652996546,0.03398611,0.03398611,0.03398611,-0.619010436,chr1,228361248,228361249,123,+,ENSG00000154358.23,OBSCN,UTR3
PEDS1-UBE2V1_ENSG00000124208.16,PAS25307_AATAAA_0.2,8.86E-21,6.93E-20,PEDS1-UBE2V1_ENSG00000124208.16,85.70371211,1,2.09E-20,3.30E-18,PEDS1-UBE2V1_ENSG00000124208.16,0.213206047,0.213206047,0.213206047,0.398968874,0.398968874,0.398968874,0.185762826,chr20,50081125,50081126,381,-,ENSG00000124208.16,PEDS1-UBE2V1,UTR3
RAB2A_ENSG00000104388.15,PAS11424_AATAAA_0.45,5.06E-18,1.16E-19,RAB2A_ENSG00000104388.15,84.69300891,1,3.48E-20,5.43E-18,RAB2A_ENSG00000104388.15,0.491009888,0.491009888,0.491009888,0.250720785,0.250720785,0.250720785,-0.240289103,chr8,60620936,60620937,425,+,ENSG00000104388.15,RAB2A,UTR3
RPL28_ENSG00000108107.15,PAS23893_AATAAA_0.45,8.66E-34,3.62E-19,RPL28_ENSG00000108107.15,84.6054737,1,3.64E-20,5.61E-18,RPL28_ENSG00000108107.15,0.003047552,0.003047552,0.003047552,0.013042221,0.013042221,0.013042221,0.009994669,chr19,55392080,55392081,189,+,ENSG00000108107.15,RPL28,UTR3
ATP5MJ_ENSG00000156411.10,PAS19233_AATAAA_0.15,5.73E-18,0,ATP5MJ_ENSG00000156411.10,83.56749135,1,6.16E-20,9.26E-18,ATP5MJ_ENSG00000156411.10,0.096943322,0.096943322,0.096943322,0.234092506,0.234092506,0.234092506,0.137149184,chr14,103912300,103912301,699,-,ENSG00000156411.10,ATP5MJ,UTR3
ATP5MJ_ENSG00000156411.10,PAS19234_AATAAA_0.15,5.73E-18,0,ATP5MJ_ENSG00000156411.10,83.56749135,1,6.16E-20,9.26E-18,ATP5MJ_ENSG00000156411.10,0.903056678,0.903056678,0.903056678,0.765907494,0.765907494,0.765907494,-0.137149184,chr14,103912516,103912517,4587,-,ENSG00000156411.10,ATP5MJ,UTR3
UQCR10_ENSG00000184076.13,PAS25758_AATAAA_0.2,6.38E-18,0,UQCR10_ENSG00000184076.13,83.31733076,1,6.99E-20,1.03E-17,UQCR10_ENSG00000184076.13,0.981524578,0.981524578,0.981524578,0.900988137,0.900988137,0.900988137,-0.080536441,chr22,29769942,29769943,1482,+,ENSG00000184076.13,UQCR10,UTR3
UQCR10_ENSG00000184076.13,PAS25759_AATAAA_0.2,6.38E-18,0,UQCR10_ENSG00000184076.13,83.31733076,1,6.99E-20,1.03E-17,UQCR10_ENSG00000184076.13,0.018475422,0.018475422,0.018475422,0.099011863,0.099011863,0.099011863,0.080536441,chr22,29770412,29770413,74,+,ENSG00000184076.13,UQCR10,UTR3
ADAMTSL1_ENSG00000178031.18,PAS12434_AATAAA_0.3,6.05E-20,6.72E-19,ADAMTSL1_ENSG00000178031.18,82.58210955,1,1.01E-19,1.47E-17,ADAMTSL1_ENSG00000178031.18,0.050428339,0.050428339,0.050428339,0.469989885,0.469989885,0.469989885,0.419561547,chr9,18574530,18574531,39,+,ENSG00000178031.18,ADAMTSL1,UTR3
RPL28_ENSG00000108107.15,PAS23892_AATAAA_0.35,8.66E-34,2.11E-18,RPL28_ENSG00000108107.15,81.12672761,1,2.12E-19,3.04E-17,RPL28_ENSG00000108107.15,0.003172203,0.003172203,0.003172203,0.012989861,0.012989861,0.012989861,0.009817658,chr19,55391766,55391767,158,+,ENSG00000108107.15,RPL28,UTR3
NPM1_ENSG00000181163.14,PAS7940_AATAAA_0.2,2.15E-16,8.31E-19,NPM1_ENSG00000181163.14,80.79425462,1,2.50E-19,3.56E-17,NPM1_ENSG00000181163.14,0.773603289,0.773603289,0.773603289,0.838508619,0.838508619,0.838508619,0.06490533,chr5,171410882,171410883,5978,+,ENSG00000181163.14,NPM1,UTR3
RPS23_ENSG00000186468.13,PAS8285_AATAAA_0.4,1.03E-16,9.30E-19,RPS23_ENSG00000186468.13,80.57013351,1,2.81E-19,3.95E-17,RPS23_ENSG00000186468.13,0.993217894,0.993217894,0.993217894,0.970971573,0.970971573,0.970971573,-0.022246321,chr5,82276065,82276066,41019,-,ENSG00000186468.13,RPS23,UTR3
RNF114_ENSG00000124226.11,PAS24956_ATTAAA_0.15,2.69E-17,0,RNF114_ENSG00000124226.11,80.33415042,1,3.16E-19,4.35E-17,RNF114_ENSG00000124226.11,0.540736438,0.540736438,0.540736438,0.256572227,0.256572227,0.256572227,-0.284164211,chr20,49952209,49952210,135,+,ENSG00000124226.11,RNF114,UTR3
RNF114_ENSG00000124226.11,PAS24957_AATAAA_0.25,2.69E-17,0,RNF114_ENSG00000124226.11,80.33415042,1,3.16E-19,4.35E-17,RNF114_ENSG00000124226.11,0.459263562,0.459263562,0.459263562,0.743427773,0.743427773,0.743427773,0.284164211,chr20,49953882,49953883,389,+,ENSG00000124226.11,RNF114,UTR3
C2orf68_ENSG00000168887.11,PAS4026_AATAAA_0.15,5.81E-17,3.28E-18,C2orf68_ENSG00000168887.11,79.44759735,1,4.95E-19,6.74E-17,C2orf68_ENSG00000168887.11,0.588804287,0.588804287,0.588804287,0.237614366,0.237614366,0.237614366,-0.351189921,chr2,85608288,85608289,177,-,ENSG00000168887.11,C2orf68,UTR3
LMNA_ENSG00000160789.24,PAS839_APA_0.05,1.34E-37,2.04E-18,LMNA_ENSG00000160789.24,79.0203723,1,6.15E-19,8.28E-17,LMNA_ENSG00000160789.24,0.356460063,0.356460063,0.356460063,0.486577762,0.486577762,0.486577762,0.130117699,chr1,156140079,156140080,2773,+,ENSG00000160789.24,LMNA,UTR3
RER1_ENSG00000157916.20,PAS33_AATAAA_0.25,1.43E-18,2.43E-18,RER1_ENSG00000157916.20,78.67457046,1,7.32E-19,9.77E-17,RER1_ENSG00000157916.20,0.092090633,0.092090633,0.092090633,0.267200699,0.267200699,0.267200699,0.175110066,chr1,2405434,2405435,206,+,ENSG00000157916.20,RER1,UTR3
DNAJA1_ENSG00000086061.16,PAS12460_AATAAA_0.15,1.06E-17,2.58E-18,DNAJA1_ENSG00000086061.16,78.55457326,1,7.78E-19,1.03E-16,DNAJA1_ENSG00000086061.16,0.68154109,0.68154109,0.68154109,0.517911994,0.517911994,0.517911994,-0.163629096,chr9,33039065,33039066,796,+,ENSG00000086061.16,DNAJA1,UTR3
SLC39A3_ENSG00000141873.11,PAS24040_None_0.2,7.00E-17,0,SLC39A3_ENSG00000141873.11,78.33977933,1,8.68E-19,1.12E-16,SLC39A3_ENSG00000141873.11,0.91770469,0.91770469,0.91770469,0.425985519,0.425985519,0.425985519,-0.491719171,chr19,2732526,2732527,149,-,ENSG00000141873.11,SLC39A3,UTR3
SLC39A3_ENSG00000141873.11,PAS24041_AATAAA_0.15,7.00E-17,0,SLC39A3_ENSG00000141873.11,78.33977933,1,8.68E-19,1.12E-16,SLC39A3_ENSG00000141873.11,0.08229531,0.08229531,0.08229531,0.574014481,0.574014481,0.574014481,0.491719171,chr19,2734523,2734524,14,-,ENSG00000141873.11,SLC39A3,UTR3
DDX5_ENSG00000108654.16,PAS22519_AATAAA_0.4,1.62E-19,3.67E-18,DDX5_ENSG00000108654.16,77.86054299,1,1.11E-18,1.42E-16,DDX5_ENSG00000108654.16,0.965243452,0.965243452,0.965243452,0.890973842,0.890973842,0.890973842,-0.07426961,chr17,64499621,64499622,5691,-,ENSG00000108654.16,DDX5,UTR3
WDR5_ENSG00000196363.10,PAS12862_AATAAA_0.3,1.82E-16,3.88E-18,WDR5_ENSG00000196363.10,77.74746423,1,1.17E-18,1.49E-16,WDR5_ENSG00000196363.10,0.646106486,0.646106486,0.646106486,0.886226858,0.886226858,0.886226858,0.240120372,chr9,134159965,134159966,498,+,ENSG00000196363.10,WDR5,UTR3
SMIM10L1_ENSG00000256537.5,PAS16183_APA_0.2,3.01E-15,1.04E-17,SMIM10L1_ENSG00000256537.5,77.16695594,1,1.57E-18,1.97E-16,SMIM10L1_ENSG00000256537.5,0.847079834,0.847079834,0.847079834,0.630418557,0.630418557,0.630418557,-0.216661276,chr12,11172271,11172272,545,+,ENSG00000256537.5,SMIM10L1,UTR3
RTN3_ENSG00000133318.14,PAS15091_AATAAA_0.45,1.66E-16,0,RTN3_ENSG00000133318.14,76.56485528,1,2.13E-18,2.63E-16,RTN3_ENSG00000133318.14,0.441945605,0.441945605,0.441945605,0.236405223,0.236405223,0.236405223,-0.205540382,chr11,63759045,63759046,152,+,ENSG00000133318.14,RTN3,UTR3
RTN3_ENSG00000133318.14,PAS15092_AATAAA_0.35,1.66E-16,0,RTN3_ENSG00000133318.14,76.56485528,1,2.13E-18,2.63E-16,RTN3_ENSG00000133318.14,0.558054395,0.558054395,0.558054395,0.763594777,0.763594777,0.763594777,0.205540382,chr11,63759884,63759885,672,+,ENSG00000133318.14,RTN3,UTR3
PHLDA1_ENSG00000139289.15,PAS17447_AATAAA_0.2,6.17E-16,3.74E-17,PHLDA1_ENSG00000139289.15,76.45360848,1,2.25E-18,2.75E-16,PHLDA1_ENSG00000139289.15,0.26707083,0.26707083,0.26707083,0.131237072,0.131237072,0.131237072,-0.135833759,chr12,76025452,76025453,426,-,ENSG00000139289.15,PHLDA1,UTR3
HNRNPA2B1_ENSG00000122566.22,PAS10772_AATAAA_0.4,1.71E-15,8.09E-18,HNRNPA2B1_ENSG00000122566.22,76.29698719,1,2.44E-18,2.95E-16,HNRNPA2B1_ENSG00000122566.22,0.841466206,0.841466206,0.841466206,0.756246659,0.756246659,0.756246659,-0.085219547,chr7,26191846,26191847,9256,-,ENSG00000122566.22,HNRNPA2B1,UTR3
RBM17_ENSG00000134453.16,PAS13498_AATAAA_0.4,4.13E-32,8.38E-18,RBM17_ENSG00000134453.16,76.22912066,1,2.53E-18,3.03E-16,RBM17_ENSG00000134453.16,0.111331438,0.111331438,0.111331438,0.242344317,0.242344317,0.242344317,0.131012879,chr10,6115972,6115973,71,+,ENSG00000134453.16,RBM17,UTR3
TAF5L_ENSG00000135801.11,PAS2549_ATTAAA_0.2,2.06E-16,0,TAF5L_ENSG00000135801.11,76.08191784,1,2.72E-18,3.20E-16,TAF5L_ENSG00000135801.11,0.807655611,0.807655611,0.807655611,0.35417087,0.35417087,0.35417087,-0.453484741,chr1,229593110,229593111,20,-,ENSG00000135801.11,TAF5L,UTR3
TAF5L_ENSG00000135801.11,PAS2550_AATAAA_0.1,2.06E-16,0,TAF5L_ENSG00000135801.11,76.08191784,1,2.72E-18,3.20E-16,TAF5L_ENSG00000135801.11,0.192344389,0.192344389,0.192344389,0.64582913,0.64582913,0.64582913,0.453484741,chr1,229599194,229599195,118,-,ENSG00000135801.11,TAF5L,UTR3
TXNRD2_ENSG00000184470.21,PAS25968_ATTAAA_0.15,4.61E-20,2.05E-17,TXNRD2_ENSG00000184470.21,75.82693598,1,3.10E-18,3.61E-16,TXNRD2_ENSG00000184470.21,0.001005053,0.001005053,0.001005053,0.047338876,0.047338876,0.047338876,0.046333824,chr22,19894248,19894249,12,-,ENSG00000184470.21,TXNRD2,UTR3
HNRNPA2B1_ENSG00000122566.22,PAS10771_AATAAA_0.3,1.71E-15,1.18E-17,HNRNPA2B1_ENSG00000122566.22,75.55103176,1,3.56E-18,4.11E-16,HNRNPA2B1_ENSG00000122566.22,0.156212826,0.156212826,0.156212826,0.240607305,0.240607305,0.240607305,0.084394479,chr7,26190127,26190128,2285,-,ENSG00000122566.22,HNRNPA2B1,UTR3
SSH1_ENSG00000084112.15,PAS17591_AATAAA_0.3,4.73E-17,3.27E-17,SSH1_ENSG00000084112.15,74.91143976,1,4.92E-18,5.64E-16,SSH1_ENSG00000084112.15,0.732554526,0.732554526,0.732554526,0.203615141,0.203615141,0.203615141,-0.528939385,chr12,108782699,108782700,130,-,ENSG00000084112.15,SSH1,UTR3
AGPAT3_ENSG00000160216.21,PAS25475_ATTAAA_0.4,6.00E-15,3.33E-17,AGPAT3_ENSG00000160216.21,74.87172125,1,5.02E-18,5.70E-16,AGPAT3_ENSG00000160216.21,0.287028464,0.287028464,0.287028464,0.064230595,0.064230595,0.064230595,-0.222797869,chr21,43986533,43986534,96,+,ENSG00000160216.21,AGPAT3,UTR3
MCFD2_ENSG00000180398.13,PAS3844_AATAAA_0.35,4.28E-16,0,MCFD2_ENSG00000180398.13,74.51616112,1,6.01E-18,6.71E-16,MCFD2_ENSG00000180398.13,0.645418585,0.645418585,0.645418585,0.848568477,0.848568477,0.848568477,0.203149892,chr2,46901877,46901878,1227,-,ENSG00000180398.13,MCFD2,UTR3
MCFD2_ENSG00000180398.13,PAS3845_ATTAAA_0.15,4.28E-16,0,MCFD2_ENSG00000180398.13,74.51616112,1,6.01E-18,6.71E-16,MCFD2_ENSG00000180398.13,0.354581415,0.354581415,0.354581415,0.151431523,0.151431523,0.151431523,-0.203149892,chr2,46905236,46905237,129,-,ENSG00000180398.13,MCFD2,UTR3
PDCD6IP_ENSG00000170248.15,PAS4628_AATAAA_0.15,3.01E-15,2.09E-17,PDCD6IP_ENSG00000170248.15,74.42277627,1,6.31E-18,6.97E-16,PDCD6IP_ENSG00000170248.15,0.809538744,0.809538744,0.809538744,0.60266785,0.60266785,0.60266785,-0.206870894,chr3,33867004,33867005,796,+,ENSG00000170248.15,PDCD6IP,UTR3
RPS24_ENSG00000138326.21,PAS13789_AATAAA_0.15,4.20E-15,2.23E-17,RPS24_ENSG00000138326.21,74.29184032,1,6.74E-18,7.39E-16,RPS24_ENSG00000138326.21,0.999835797,0.999835797,0.999835797,0.997639413,0.997639413,0.997639413,-0.002196384,chr10,78040695,78040696,43421,+,ENSG00000138326.21,RPS24,UTR3
VPS29_ENSG00000111237.19,PAS17614_AATAAA_0.3,6.17E-16,0,VPS29_ENSG00000111237.19,73.68106681,1,9.18E-18,9.90E-16,VPS29_ENSG00000111237.19,0.300081696,0.300081696,0.300081696,0.500202499,0.500202499,0.500202499,0.200120803,chr12,110491624,110491625,504,-,ENSG00000111237.19,VPS29,UTR3
VPS29_ENSG00000111237.19,PAS17615_ATTAAA_0.35,6.17E-16,0,VPS29_ENSG00000111237.19,73.68106681,1,9.18E-18,9.90E-16,VPS29_ENSG00000111237.19,0.699918304,0.699918304,0.699918304,0.499797501,0.499797501,0.499797501,-0.200120803,chr12,110491926,110491927,649,-,ENSG00000111237.19,VPS29,UTR3
MLXIP_ENSG00000175727.14,PAS16891_AATAAA_0.25,1.91E-29,6.69E-17,MLXIP_ENSG00000175727.14,73.49431309,1,1.01E-17,1.08E-15,MLXIP_ENSG00000175727.14,0.603794811,0.603794811,0.603794811,0.37574753,0.37574753,0.37574753,-0.228047281,chr12,122147339,122147340,914,+,ENSG00000175727.14,MLXIP,UTR3
RPS23_ENSG00000186468.13,PAS8283_AATAAA_0.2,1.03E-16,3.41E-17,RPS23_ENSG00000186468.13,73.45700155,1,1.03E-17,1.09E-15,RPS23_ENSG00000186468.13,0.005115781,0.005115781,0.005115781,0.024285407,0.024285407,0.024285407,0.019169626,chr5,82273321,82273322,546,-,ENSG00000186468.13,RPS23,UTR3
CSDE1_ENSG00000009307.17,PAS2000_AATAAA_0.4,6.05E-15,3.52E-17,CSDE1_ENSG00000009307.17,73.3949521,1,1.06E-17,1.12E-15,CSDE1_ENSG00000009307.17,0.258068337,0.258068337,0.258068337,0.160759681,0.160759681,0.160759681,-0.097308656,chr1,114717984,114717985,220,-,ENSG00000009307.17,CSDE1,UTR3
STAU2_ENSG00000040341.18,PAS12000_AATAAA_0.35,5.31E-60,1.91E-16,STAU2_ENSG00000040341.18,73.23480491,1,1.15E-17,1.20E-15,STAU2_ENSG00000040341.18,0.038651995,0.038651995,0.038651995,0.247048678,0.247048678,0.247048678,0.208396683,chr8,73550549,73550550,47,-,ENSG00000040341.18,STAU2,UTR3
HSBP1_ENSG00000230989.8,PAS20650_ATTAAA_0.3,7.95E-16,0,HSBP1_ENSG00000230989.8,73.15407589,1,1.20E-17,1.23E-15,HSBP1_ENSG00000230989.8,0.873908217,0.873908217,0.873908217,0.719032839,0.719032839,0.719032839,-0.154875379,chr16,83811664,83811665,1261,+,ENSG00000230989.8,HSBP1,UTR3
HSBP1_ENSG00000230989.8,PAS20651_AATAAA_0.15,7.95E-16,0,HSBP1_ENSG00000230989.8,73.15407589,1,1.20E-17,1.23E-15,HSBP1_ENSG00000230989.8,0.126091783,0.126091783,0.126091783,0.280967161,0.280967161,0.280967161,0.154875379,chr16,83812991,83812992,154,+,ENSG00000230989.8,HSBP1,UTR3
CCNY_ENSG00000108100.18,PAS13630_AATAAA_0.1,3.03E-16,8.65E-17,CCNY_ENSG00000108100.18,72.98770665,1,1.30E-17,1.33E-15,CCNY_ENSG00000108100.18,0.432328309,0.432328309,0.432328309,0.234001807,0.234001807,0.234001807,-0.198326502,chr10,35569738,35569739,141,+,ENSG00000108100.18,CCNY,UTR3
SSH1_ENSG00000084112.15,PAS17593_ATTAAA_0.25,4.73E-17,8.94E-17,SSH1_ENSG00000084112.15,72.92422031,1,1.35E-17,1.36E-15,SSH1_ENSG00000084112.15,0.190866493,0.190866493,0.190866493,0.71862898,0.71862898,0.71862898,0.527762487,chr12,108791925,108791926,196,-,ENSG00000084112.15,SSH1,UTR3
NAP1L1_ENSG00000187109.15,PAS17458_AATAAA_0.25,3.56E-19,1.59E-16,NAP1L1_ENSG00000187109.15,72.58790311,1,1.60E-17,1.60E-15,NAP1L1_ENSG00000187109.15,0.478997837,0.478997837,0.478997837,0.40031418,0.40031418,0.40031418,-0.078683657,chr12,76049566,76049567,5161,-,ENSG00000187109.15,NAP1L1,UTR3
BIRC5_ENSG00000089685.15,PAS21864_AATAAA_0.25,4.23E-15,1.80E-16,BIRC5_ENSG00000089685.15,72.34777882,1,1.80E-17,1.80E-15,BIRC5_ENSG00000089685.15,0.819214808,0.819214808,0.819214808,0.660279544,0.660279544,0.660279544,-0.158935264,chr17,78224695,78224696,1544,+,ENSG00000089685.15,BIRC5,UTR3
HNRNPA0_ENSG00000177733.7,PAS8464_AATAAA_0.35,7.51E-14,2.45E-16,HNRNPA0_ENSG00000177733.7,70.93525202,1,3.69E-17,3.65E-15,HNRNPA0_ENSG00000177733.7,0.186693613,0.186693613,0.186693613,0.337661699,0.337661699,0.337661699,0.150968086,chr5,137751573,137751574,789,-,ENSG00000177733.7,HNRNPA0,UTR3
NUFIP2_ENSG00000108256.9,PAS22172_AATAAA_0.1,5.73E-16,5.43E-16,NUFIP2_ENSG00000108256.9,70.73268588,1,4.09E-17,4.01E-15,NUFIP2_ENSG00000108256.9,0.302425962,0.302425962,0.302425962,0.532458865,0.532458865,0.532458865,0.230032904,chr17,29255840,29255841,220,-,ENSG00000108256.9,NUFIP2,UTR3
RPL27A_ENSG00000166441.13,PAS14812_APA_0.1,8.00E-16,5.51E-16,RPL27A_ENSG00000166441.13,70.70119878,1,4.16E-17,4.04E-15,RPL27A_ENSG00000166441.13,0.002262525,0.002262525,0.002262525,0.008077027,0.008077027,0.008077027,0.005814502,chr11,8686846,8686847,249,+,ENSG00000166441.13,RPL27A,UTR3
GPAT4_ENSG00000158669.11,PAS11362_AATAAA_0.2,2.55E-16,3.07E-16,GPAT4_ENSG00000158669.11,70.48693887,1,4.63E-17,4.47E-15,GPAT4_ENSG00000158669.11,0.029195296,0.029195296,0.029195296,0.203316343,0.203316343,0.203316343,0.174121047,chr8,41625000,41625001,95,+,ENSG00000158669.11,GPAT4,UTR3
TMEM248_ENSG00000106609.16,PAS10354_AATAAA_0.3,3.01E-15,0,TMEM248_ENSG00000106609.16,70.39609861,1,4.85E-17,4.58E-15,TMEM248_ENSG00000106609.16,0.670642093,0.670642093,0.670642093,0.229457342,0.229457342,0.229457342,-0.441184751,chr7,66956151,66956152,116,+,ENSG00000106609.16,TMEM248,UTR3
TMEM248_ENSG00000106609.16,PAS10355_AATAAA_0.05,3.01E-15,0,TMEM248_ENSG00000106609.16,70.39609861,1,4.85E-17,4.58E-15,TMEM248_ENSG00000106609.16,0.329357907,0.329357907,0.329357907,0.770542658,0.770542658,0.770542658,0.441184751,chr7,66958549,66958550,191,+,ENSG00000106609.16,TMEM248,UTR3
PDCD6IP_ENSG00000170248.15,PAS4630_AATAAA_0.25,3.01E-15,1.60E-16,PDCD6IP_ENSG00000170248.15,70.40542345,1,4.83E-17,4.58E-15,PDCD6IP_ENSG00000170248.15,0.173062498,0.173062498,0.173062498,0.368745068,0.368745068,0.368745068,0.19568257,chr3,33869701,33869702,407,+,ENSG00000170248.15,PDCD6IP,UTR3
UBE2D2_ENSG00000131508.17,PAS7784_AATAAA_0.4,5.42E-15,1.70E-16,UBE2D2_ENSG00000131508.17,70.29227421,1,5.11E-17,4.79E-15,UBE2D2_ENSG00000131508.17,0.620370155,0.620370155,0.620370155,0.433385629,0.433385629,0.433385629,-0.186984526,chr5,139626849,139626850,885,+,ENSG00000131508.17,UBE2D2,UTR3
ELOB_ENSG00000103363.16,PAS20761_AATAAA_0.15,3.26E-15,0,ELOB_ENSG00000103363.16,70.21253913,1,5.32E-17,4.92E-15,ELOB_ENSG00000103363.16,0.081049332,0.081049332,0.081049332,0.224463276,0.224463276,0.224463276,0.143413945,chr16,2771414,2771415,797,-,ENSG00000103363.16,ELOB,UTR3
ELOB_ENSG00000103363.16,PAS20762_AATAAA_0,3.26E-15,0,ELOB_ENSG00000103363.16,70.21253913,1,5.32E-17,4.92E-15,ELOB_ENSG00000103363.16,0.918950668,0.918950668,0.918950668,0.775536724,0.775536724,0.775536724,-0.143413945,chr16,2771940,2771941,2028,-,ENSG00000103363.16,ELOB,UTR3
COPZ1_ENSG00000111481.10,PAS16442_ATTAAA_0.15,3.42E-15,0,COPZ1_ENSG00000111481.10,70.09352504,1,5.66E-17,5.15E-15,COPZ1_ENSG00000111481.10,0.275171708,0.275171708,0.275171708,0.10316414,0.10316414,0.10316414,-0.172007568,chr12,54350874,54350875,316,+,ENSG00000111481.10,COPZ1,UTR3
COPZ1_ENSG00000111481.10,PAS16443_AATAAA_0.2,3.42E-15,0,COPZ1_ENSG00000111481.10,70.09352504,1,5.66E-17,5.15E-15,COPZ1_ENSG00000111481.10,0.724828292,0.724828292,0.724828292,0.89683586,0.89683586,0.89683586,0.172007568,chr12,54351842,54351843,2658,+,ENSG00000111481.10,COPZ1,UTR3
SRSF11_ENSG00000116754.14,PAS503_AATAAA_0.3,1.57E-14,3.95E-16,SRSF11_ENSG00000116754.14,69.99243868,1,5.95E-17,5.39E-15,SRSF11_ENSG00000116754.14,0.111185844,0.111185844,0.111185844,0.309997224,0.309997224,0.309997224,0.19881138,chr1,70253046,70253047,124,+,ENSG00000116754.14,SRSF11,UTR3
RAN_ENSG00000132341.12,PAS16964_AATAAA_0.35,9.59E-14,4.23E-16,RAN_ENSG00000132341.12,69.85761563,1,6.37E-17,5.73E-15,RAN_ENSG00000132341.12,0.920818695,0.920818695,0.920818695,0.838174202,0.838174202,0.838174202,-0.082644493,chr12,130876278,130876279,575,+,ENSG00000132341.12,RAN,UTR3
GRSF1_ENSG00000132463.15,PAS6978_AATAAA_0.4,3.79E-14,4.52E-16,GRSF1_ENSG00000132463.15,69.72658164,1,6.81E-17,6.08E-15,GRSF1_ENSG00000132463.15,0.614090541,0.614090541,0.614090541,0.407004042,0.407004042,0.407004042,-0.207086499,chr4,70820647,70820648,301,-,ENSG00000132463.15,GRSF1,UTR3
RPTOR_ENSG00000141564.16,PAS21887_ATTAAA_0.25,3.38E-14,3.59E-16,RPTOR_ENSG00000141564.16,68.81378491,1,1.08E-16,9.59E-15,RPTOR_ENSG00000141564.16,0.027331349,0.027331349,0.027331349,0.306730265,0.306730265,0.306730265,0.279398916,chr17,80823614,80823615,27,+,ENSG00000141564.16,RPTOR,UTR3
CD44_ENSG00000026508.21,PAS14969_APA_0.15,1.82E-23,1.62E-15,CD44_ENSG00000026508.21,68.00711144,1,1.63E-16,1.43E-14,CD44_ENSG00000026508.21,0.00556367,0.00556367,0.00556367,0.035717425,0.035717425,0.035717425,0.030153755,chr11,35190240,35190241,54,+,ENSG00000026508.21,CD44,UTR3
FAM210B_ENSG00000124098.10,PAS24969_APA_0.3,9.55E-15,0,FAM210B_ENSG00000124098.10,67.92753611,1,1.70E-16,1.47E-14,FAM210B_ENSG00000124098.10,0.550485067,0.550485067,0.550485067,0.171395008,0.171395008,0.171395008,-0.379090058,chr20,56366454,56366455,31,+,ENSG00000124098.10,FAM210B,UTR3
FAM210B_ENSG00000124098.10,PAS24970_AATAAA_0.3,9.55E-15,0,FAM210B_ENSG00000124098.10,67.92753611,1,1.70E-16,1.47E-14,FAM210B_ENSG00000124098.10,0.449514933,0.449514933,0.449514933,0.828604992,0.828604992,0.828604992,0.379090058,chr20,56368659,56368660,265,+,ENSG00000124098.10,FAM210B,UTR3
CTBP1_ENSG00000159692.17,PAS6797_AATAAA_0.2,9.62E-15,0,CTBP1_ENSG00000159692.17,67.86741651,1,1.75E-16,1.50E-14,CTBP1_ENSG00000159692.17,0.987297641,0.987297641,0.987297641,0.856273313,0.856273313,0.856273313,-0.131024329,chr4,1211449,1211450,498,-,ENSG00000159692.17,CTBP1,UTR3
